file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250922.xlsx,7011,72,60,300,3,57.0
ticks_20250922.xlsx,7011,52,90,300,3,61.0
ticks_20250922.xlsx,7011,42,120,300,3,56.0
ticks_20250922.xlsx,7011,58,60,600,3,26.0
ticks_20250922.xlsx,7011,30,90,600,3,18.0
ticks_20250922.xlsx,7011,28,120,600,3,11.0
ticks_20250922.xlsx,7011,46,60,900,3,28.0
ticks_20250922.xlsx,7011,36,90,900,3,-31.0
ticks_20250922.xlsx,7011,28,120,900,3,-18.0
ticks_20250922.xlsx,7011,26,60,300,5,67.0
ticks_20250922.xlsx,7011,14,90,300,5,28.0
ticks_20250922.xlsx,7011,14,120,300,5,2.0
ticks_20250922.xlsx,7011,14,60,600,5,49.0
ticks_20250922.xlsx,7011,8,90,600,5,48.0
ticks_20250922.xlsx,7011,8,120,600,5,37.0
ticks_20250922.xlsx,7011,14,60,900,5,59.0
ticks_20250922.xlsx,7011,10,90,900,5,11.0
ticks_20250922.xlsx,7011,12,120,900,5,7.0
ticks_20250922.xlsx,7011,12,60,300,7,28.0
ticks_20250922.xlsx,7011,4,90,300,7,23.0
ticks_20250922.xlsx,7011,6,120,300,7,4.0
ticks_20250922.xlsx,7011,10,60,600,7,63.0
ticks_20250922.xlsx,7011,8,90,600,7,48.0
ticks_20250922.xlsx,7011,2,120,600,7,33.0
ticks_20250922.xlsx,7011,10,60,900,7,25.0
ticks_20250922.xlsx,7011,6,90,900,7,11.0
ticks_20250922.xlsx,7011,4,120,900,7,5.0
