file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251008.xlsx,7011,100,60,300,3,-59.0
ticks_20251008.xlsx,7011,100,90,300,3,-119.0
ticks_20251008.xlsx,7011,98,120,300,3,-122.0
ticks_20251008.xlsx,7011,84,60,600,3,-23.0
ticks_20251008.xlsx,7011,74,90,600,3,-84.0
ticks_20251008.xlsx,7011,78,120,600,3,-58.0
ticks_20251008.xlsx,7011,72,60,900,3,-4.0
ticks_20251008.xlsx,7011,54,90,900,3,-51.0
ticks_20251008.xlsx,7011,42,120,900,3,-14.0
ticks_20251008.xlsx,7011,46,60,300,5,-56.0
ticks_20251008.xlsx,7011,42,90,300,5,-84.0
ticks_20251008.xlsx,7011,32,120,300,5,-72.0
ticks_20251008.xlsx,7011,30,60,600,5,35.0
ticks_20251008.xlsx,7011,32,90,600,5,-34.0
ticks_20251008.xlsx,7011,38,120,600,5,22.0
ticks_20251008.xlsx,7011,34,60,900,5,20.0
ticks_20251008.xlsx,7011,28,90,900,5,-16.0
ticks_20251008.xlsx,7011,24,120,900,5,16.0
ticks_20251008.xlsx,7011,26,60,300,7,-65.0
ticks_20251008.xlsx,7011,28,90,300,7,-66.0
ticks_20251008.xlsx,7011,28,120,300,7,-76.0
ticks_20251008.xlsx,7011,20,60,600,7,65.0
ticks_20251008.xlsx,7011,22,90,600,7,-12.0
ticks_20251008.xlsx,7011,20,120,600,7,-6.0
ticks_20251008.xlsx,7011,20,60,900,7,47.0
ticks_20251008.xlsx,7011,14,90,900,7,15.0
ticks_20251008.xlsx,7011,10,120,900,7,32.0
