file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250903.xlsx,7011,64,60,300,3,29.0
ticks_20250903.xlsx,7011,68,90,300,3,37.0
ticks_20250903.xlsx,7011,58,120,300,3,-18.0
ticks_20250903.xlsx,7011,58,60,600,3,-9.0
ticks_20250903.xlsx,7011,40,90,600,3,1.0
ticks_20250903.xlsx,7011,32,120,600,3,-4.0
ticks_20250903.xlsx,7011,32,60,900,3,-7.0
ticks_20250903.xlsx,7011,28,90,900,3,57.0
ticks_20250903.xlsx,7011,24,120,900,3,63.0
ticks_20250903.xlsx,7011,16,60,300,5,2.0
ticks_20250903.xlsx,7011,16,90,300,5,7.0
ticks_20250903.xlsx,7011,20,120,300,5,-19.0
ticks_20250903.xlsx,7011,20,60,600,5,9.0
ticks_20250903.xlsx,7011,8,90,600,5,26.0
ticks_20250903.xlsx,7011,8,120,600,5,17.0
ticks_20250903.xlsx,7011,16,60,900,5,4.0
ticks_20250903.xlsx,7011,12,90,900,5,32.0
ticks_20250903.xlsx,7011,8,120,900,5,26.0
ticks_20250903.xlsx,7011,8,60,300,7,-18.0
ticks_20250903.xlsx,7011,8,90,300,7,1.0
ticks_20250903.xlsx,7011,8,120,300,7,-4.0
ticks_20250903.xlsx,7011,6,60,600,7,4.0
ticks_20250903.xlsx,7011,4,90,600,7,23.0
ticks_20250903.xlsx,7011,2,120,600,7,30.0
ticks_20250903.xlsx,7011,8,60,900,7,3.0
ticks_20250903.xlsx,7011,2,90,900,7,33.0
ticks_20250903.xlsx,7011,2,120,900,7,26.0
