file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250908.xlsx,7011,92,60,300,3,38.0
ticks_20250908.xlsx,7011,74,90,300,3,36.0
ticks_20250908.xlsx,7011,70,120,300,3,-13.0
ticks_20250908.xlsx,7011,54,60,600,3,10.0
ticks_20250908.xlsx,7011,46,90,600,3,8.0
ticks_20250908.xlsx,7011,40,120,600,3,-20.0
ticks_20250908.xlsx,7011,56,60,900,3,-86.0
ticks_20250908.xlsx,7011,40,90,900,3,-54.0
ticks_20250908.xlsx,7011,40,120,900,3,-32.0
ticks_20250908.xlsx,7011,34,60,300,5,44.0
ticks_20250908.xlsx,7011,28,90,300,5,-5.0
ticks_20250908.xlsx,7011,20,120,300,5,11.0
ticks_20250908.xlsx,7011,30,60,600,5,31.0
ticks_20250908.xlsx,7011,20,90,600,5,42.0
ticks_20250908.xlsx,7011,18,120,600,5,5.0
ticks_20250908.xlsx,7011,26,60,900,5,-59.0
ticks_20250908.xlsx,7011,26,90,900,5,-53.0
ticks_20250908.xlsx,7011,14,120,900,5,-37.0
ticks_20250908.xlsx,7011,22,60,300,7,-6.0
ticks_20250908.xlsx,7011,14,90,300,7,-11.0
ticks_20250908.xlsx,7011,12,120,300,7,-2.0
ticks_20250908.xlsx,7011,14,60,600,7,-2.0
ticks_20250908.xlsx,7011,8,90,600,7,-8.0
ticks_20250908.xlsx,7011,10,120,600,7,17.0
ticks_20250908.xlsx,7011,16,60,900,7,-35.0
ticks_20250908.xlsx,7011,8,90,900,7,1.0
ticks_20250908.xlsx,7011,4,120,900,7,-6.0
