file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251113.xlsx,7011,100,60,300,3,-68.0
ticks_20251113.xlsx,7011,100,90,300,3,-52.0
ticks_20251113.xlsx,7011,96,120,300,3,-44.0
ticks_20251113.xlsx,7011,72,60,600,3,-42.0
ticks_20251113.xlsx,7011,64,90,600,3,-44.0
ticks_20251113.xlsx,7011,64,120,600,3,-39.0
ticks_20251113.xlsx,7011,70,60,900,3,-37.0
ticks_20251113.xlsx,7011,62,90,900,3,-24.0
ticks_20251113.xlsx,7011,46,120,900,3,-46.0
ticks_20251113.xlsx,7011,54,60,300,5,-81.0
ticks_20251113.xlsx,7011,44,90,300,5,1.0
ticks_20251113.xlsx,7011,36,120,300,5,-6.0
ticks_20251113.xlsx,7011,34,60,600,5,-25.0
ticks_20251113.xlsx,7011,24,90,600,5,-2.0
ticks_20251113.xlsx,7011,30,120,600,5,-17.0
ticks_20251113.xlsx,7011,26,60,900,5,-33.0
ticks_20251113.xlsx,7011,28,90,900,5,-13.0
ticks_20251113.xlsx,7011,20,120,900,5,-29.0
ticks_20251113.xlsx,7011,26,60,300,7,-39.0
ticks_20251113.xlsx,7011,22,90,300,7,10.0
ticks_20251113.xlsx,7011,22,120,300,7,-22.0
ticks_20251113.xlsx,7011,18,60,600,7,-41.0
ticks_20251113.xlsx,7011,12,90,600,7,-20.0
ticks_20251113.xlsx,7011,14,120,600,7,-7.0
ticks_20251113.xlsx,7011,16,60,900,7,-39.0
ticks_20251113.xlsx,7011,14,90,900,7,-21.0
ticks_20251113.xlsx,7011,8,120,900,7,-9.0
