file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250918.xlsx,7011,64,60,300,3,-20.0
ticks_20250918.xlsx,7011,58,90,300,3,-1.0
ticks_20250918.xlsx,7011,56,120,300,3,-38.0
ticks_20250918.xlsx,7011,42,60,600,3,-7.0
ticks_20250918.xlsx,7011,38,90,600,3,-30.0
ticks_20250918.xlsx,7011,40,120,600,3,-34.0
ticks_20250918.xlsx,7011,34,60,900,3,-10.0
ticks_20250918.xlsx,7011,32,90,900,3,-35.0
ticks_20250918.xlsx,7011,24,120,900,3,-9.0
ticks_20250918.xlsx,7011,18,60,300,5,11.0
ticks_20250918.xlsx,7011,16,90,300,5,18.0
ticks_20250918.xlsx,7011,8,120,300,5,7.0
ticks_20250918.xlsx,7011,14,60,600,5,2.0
ticks_20250918.xlsx,7011,12,90,600,5,-6.0
ticks_20250918.xlsx,7011,10,120,600,5,-12.0
ticks_20250918.xlsx,7011,14,60,900,5,-15.0
ticks_20250918.xlsx,7011,14,90,900,5,-17.0
ticks_20250918.xlsx,7011,6,120,900,5,-8.0
ticks_20250918.xlsx,7011,10,60,300,7,20.0
ticks_20250918.xlsx,7011,6,90,300,7,20.0
ticks_20250918.xlsx,7011,4,120,300,7,10.0
ticks_20250918.xlsx,7011,10,60,600,7,6.0
ticks_20250918.xlsx,7011,4,90,600,7,10.0
ticks_20250918.xlsx,7011,2,120,600,7,4.0
ticks_20250918.xlsx,7011,6,60,900,7,3.0
ticks_20250918.xlsx,7011,2,90,900,7,3.0
ticks_20250918.xlsx,7011,0,120,900,7,0.0
