file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250929.xlsx,7011,98,60,300,3,-91.0
ticks_20250929.xlsx,7011,90,90,300,3,-53.0
ticks_20250929.xlsx,7011,82,120,300,3,4.0
ticks_20250929.xlsx,7011,70,60,600,3,-99.0
ticks_20250929.xlsx,7011,68,90,600,3,-76.0
ticks_20250929.xlsx,7011,56,120,600,3,-66.0
ticks_20250929.xlsx,7011,54,60,900,3,-99.0
ticks_20250929.xlsx,7011,46,90,900,3,-92.0
ticks_20250929.xlsx,7011,42,120,900,3,-44.0
ticks_20250929.xlsx,7011,42,60,300,5,-51.0
ticks_20250929.xlsx,7011,34,90,300,5,-41.0
ticks_20250929.xlsx,7011,38,120,300,5,32.0
ticks_20250929.xlsx,7011,32,60,600,5,-83.0
ticks_20250929.xlsx,7011,30,90,600,5,-34.0
ticks_20250929.xlsx,7011,26,120,600,5,-10.0
ticks_20250929.xlsx,7011,30,60,900,5,-91.0
ticks_20250929.xlsx,7011,20,90,900,5,-82.0
ticks_20250929.xlsx,7011,22,120,900,5,-33.0
ticks_20250929.xlsx,7011,26,60,300,7,-39.0
ticks_20250929.xlsx,7011,24,90,300,7,-22.0
ticks_20250929.xlsx,7011,16,120,300,7,19.0
ticks_20250929.xlsx,7011,26,60,600,7,-72.0
ticks_20250929.xlsx,7011,22,90,600,7,-15.0
ticks_20250929.xlsx,7011,18,120,600,7,2.0
ticks_20250929.xlsx,7011,20,60,900,7,-86.0
ticks_20250929.xlsx,7011,16,90,900,7,-67.0
ticks_20250929.xlsx,7011,10,120,900,7,-5.0
