file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251117.xlsx,7011,100,60,300,3,-88.0
ticks_20251117.xlsx,7011,100,90,300,3,-67.0
ticks_20251117.xlsx,7011,74,120,300,3,-75.0
ticks_20251117.xlsx,7011,88,60,600,3,-106.0
ticks_20251117.xlsx,7011,66,90,600,3,-54.0
ticks_20251117.xlsx,7011,50,120,600,3,-63.0
ticks_20251117.xlsx,7011,74,60,900,3,-112.0
ticks_20251117.xlsx,7011,54,90,900,3,-65.0
ticks_20251117.xlsx,7011,62,120,900,3,-130.0
ticks_20251117.xlsx,7011,58,60,300,5,-50.0
ticks_20251117.xlsx,7011,40,90,300,5,-2.0
ticks_20251117.xlsx,7011,32,120,300,5,-53.0
ticks_20251117.xlsx,7011,54,60,600,5,-80.0
ticks_20251117.xlsx,7011,22,90,600,5,2.0
ticks_20251117.xlsx,7011,20,120,600,5,3.0
ticks_20251117.xlsx,7011,40,60,900,5,-64.0
ticks_20251117.xlsx,7011,22,90,900,5,-17.0
ticks_20251117.xlsx,7011,24,120,900,5,-52.0
ticks_20251117.xlsx,7011,30,60,300,7,-12.0
ticks_20251117.xlsx,7011,18,90,300,7,14.0
ticks_20251117.xlsx,7011,14,120,300,7,-9.0
ticks_20251117.xlsx,7011,20,60,600,7,-66.0
ticks_20251117.xlsx,7011,6,90,600,7,7.0
ticks_20251117.xlsx,7011,14,120,600,7,-15.0
ticks_20251117.xlsx,7011,20,60,900,7,-55.0
ticks_20251117.xlsx,7011,10,90,900,7,0.0
ticks_20251117.xlsx,7011,12,120,900,7,-21.0
