file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251001.xlsx,7011,100,60,300,3,61.0
ticks_20251001.xlsx,7011,90,90,300,3,28.0
ticks_20251001.xlsx,7011,94,120,300,3,32.0
ticks_20251001.xlsx,7011,74,60,600,3,96.0
ticks_20251001.xlsx,7011,56,90,600,3,44.0
ticks_20251001.xlsx,7011,54,120,600,3,59.0
ticks_20251001.xlsx,7011,50,60,900,3,186.0
ticks_20251001.xlsx,7011,44,90,900,3,188.0
ticks_20251001.xlsx,7011,34,120,900,3,166.0
ticks_20251001.xlsx,7011,50,60,300,5,57.0
ticks_20251001.xlsx,7011,36,90,300,5,52.0
ticks_20251001.xlsx,7011,50,120,300,5,67.0
ticks_20251001.xlsx,7011,42,60,600,5,75.0
ticks_20251001.xlsx,7011,28,90,600,5,24.0
ticks_20251001.xlsx,7011,24,120,600,5,64.0
ticks_20251001.xlsx,7011,24,60,900,5,43.0
ticks_20251001.xlsx,7011,14,90,900,5,126.0
ticks_20251001.xlsx,7011,8,120,900,5,131.0
ticks_20251001.xlsx,7011,26,60,300,7,5.0
ticks_20251001.xlsx,7011,20,90,300,7,30.0
ticks_20251001.xlsx,7011,22,120,300,7,95.0
ticks_20251001.xlsx,7011,18,60,600,7,33.0
ticks_20251001.xlsx,7011,12,90,600,7,44.0
ticks_20251001.xlsx,7011,6,120,600,7,43.0
ticks_20251001.xlsx,7011,10,60,900,7,65.0
ticks_20251001.xlsx,7011,8,90,900,7,133.0
ticks_20251001.xlsx,7011,6,120,900,7,136.0
