file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250904.xlsx,7011,72,60,300,3,3.0
ticks_20250904.xlsx,7011,68,90,300,3,-60.0
ticks_20250904.xlsx,7011,50,120,300,3,-34.0
ticks_20250904.xlsx,7011,52,60,600,3,28.0
ticks_20250904.xlsx,7011,34,90,600,3,0.0
ticks_20250904.xlsx,7011,30,120,600,3,-20.0
ticks_20250904.xlsx,7011,38,60,900,3,8.0
ticks_20250904.xlsx,7011,28,90,900,3,-11.0
ticks_20250904.xlsx,7011,20,120,900,3,-10.0
ticks_20250904.xlsx,7011,22,60,300,5,27.0
ticks_20250904.xlsx,7011,16,90,300,5,-1.0
ticks_20250904.xlsx,7011,20,120,300,5,-16.0
ticks_20250904.xlsx,7011,8,60,600,5,26.0
ticks_20250904.xlsx,7011,8,90,600,5,-1.0
ticks_20250904.xlsx,7011,12,120,600,5,-13.0
ticks_20250904.xlsx,7011,14,60,900,5,-2.0
ticks_20250904.xlsx,7011,12,90,900,5,-9.0
ticks_20250904.xlsx,7011,10,120,900,5,-25.0
ticks_20250904.xlsx,7011,16,60,300,7,18.0
ticks_20250904.xlsx,7011,8,90,300,7,14.0
ticks_20250904.xlsx,7011,6,120,300,7,2.0
ticks_20250904.xlsx,7011,4,60,600,7,18.0
ticks_20250904.xlsx,7011,6,90,600,7,11.0
ticks_20250904.xlsx,7011,10,120,600,7,-11.0
ticks_20250904.xlsx,7011,4,60,900,7,5.0
ticks_20250904.xlsx,7011,6,90,900,7,-19.0
ticks_20250904.xlsx,7011,4,120,900,7,-25.0
