file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251031.xlsx,7011,100,60,300,3,-20.0
ticks_20251031.xlsx,7011,100,90,300,3,-20.0
ticks_20251031.xlsx,7011,100,120,300,3,-88.0
ticks_20251031.xlsx,7011,100,60,600,3,-91.0
ticks_20251031.xlsx,7011,92,90,600,3,-111.0
ticks_20251031.xlsx,7011,68,120,600,3,-40.0
ticks_20251031.xlsx,7011,86,60,900,3,-34.0
ticks_20251031.xlsx,7011,60,90,900,3,-27.0
ticks_20251031.xlsx,7011,60,120,900,3,-13.0
ticks_20251031.xlsx,7011,86,60,300,5,-1.0
ticks_20251031.xlsx,7011,76,90,300,5,-84.0
ticks_20251031.xlsx,7011,78,120,300,5,-111.0
ticks_20251031.xlsx,7011,60,60,600,5,-77.0
ticks_20251031.xlsx,7011,54,90,600,5,-88.0
ticks_20251031.xlsx,7011,32,120,600,5,-131.0
ticks_20251031.xlsx,7011,48,60,900,5,-107.0
ticks_20251031.xlsx,7011,34,90,900,5,-152.0
ticks_20251031.xlsx,7011,34,120,900,5,-135.0
ticks_20251031.xlsx,7011,46,60,300,7,21.0
ticks_20251031.xlsx,7011,42,90,300,7,-79.0
ticks_20251031.xlsx,7011,42,120,300,7,-95.0
ticks_20251031.xlsx,7011,34,60,600,7,-48.0
ticks_20251031.xlsx,7011,28,90,600,7,-109.0
ticks_20251031.xlsx,7011,20,120,600,7,-102.0
ticks_20251031.xlsx,7011,26,60,900,7,-136.0
ticks_20251031.xlsx,7011,14,90,900,7,-85.0
ticks_20251031.xlsx,7011,16,120,900,7,-84.0
