file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250909.xlsx,7011,100,60,300,3,-18.0
ticks_20250909.xlsx,7011,80,90,300,3,-68.0
ticks_20250909.xlsx,7011,82,120,300,3,-63.0
ticks_20250909.xlsx,7011,56,60,600,3,-5.0
ticks_20250909.xlsx,7011,50,90,600,3,-54.0
ticks_20250909.xlsx,7011,44,120,600,3,-29.0
ticks_20250909.xlsx,7011,48,60,900,3,-32.0
ticks_20250909.xlsx,7011,46,90,900,3,-62.0
ticks_20250909.xlsx,7011,42,120,900,3,-55.0
ticks_20250909.xlsx,7011,40,60,300,5,-28.0
ticks_20250909.xlsx,7011,26,90,300,5,-61.0
ticks_20250909.xlsx,7011,22,120,300,5,-69.0
ticks_20250909.xlsx,7011,28,60,600,5,-15.0
ticks_20250909.xlsx,7011,16,90,600,5,-48.0
ticks_20250909.xlsx,7011,20,120,600,5,-29.0
ticks_20250909.xlsx,7011,28,60,900,5,-9.0
ticks_20250909.xlsx,7011,20,90,900,5,-30.0
ticks_20250909.xlsx,7011,18,120,900,5,-44.0
ticks_20250909.xlsx,7011,16,60,300,7,-10.0
ticks_20250909.xlsx,7011,10,90,300,7,-29.0
ticks_20250909.xlsx,7011,8,120,300,7,-26.0
ticks_20250909.xlsx,7011,10,60,600,7,18.0
ticks_20250909.xlsx,7011,8,90,600,7,-19.0
ticks_20250909.xlsx,7011,8,120,600,7,-21.0
ticks_20250909.xlsx,7011,14,60,900,7,32.0
ticks_20250909.xlsx,7011,14,90,900,7,-7.0
ticks_20250909.xlsx,7011,10,120,900,7,-27.0
