file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251128.xlsx,7011,70,60,300,3,0.0
ticks_20251128.xlsx,7011,70,90,300,3,-28.0
ticks_20251128.xlsx,7011,64,120,300,3,-27.0
ticks_20251128.xlsx,7011,48,60,600,3,-27.0
ticks_20251128.xlsx,7011,34,90,600,3,-46.0
ticks_20251128.xlsx,7011,30,120,600,3,-45.0
ticks_20251128.xlsx,7011,38,60,900,3,-12.0
ticks_20251128.xlsx,7011,38,90,900,3,-61.0
ticks_20251128.xlsx,7011,32,120,900,3,-43.0
ticks_20251128.xlsx,7011,32,60,300,5,21.0
ticks_20251128.xlsx,7011,24,90,300,5,-7.0
ticks_20251128.xlsx,7011,18,120,300,5,5.0
ticks_20251128.xlsx,7011,28,60,600,5,-22.0
ticks_20251128.xlsx,7011,22,90,600,5,-47.0
ticks_20251128.xlsx,7011,16,120,600,5,-40.0
ticks_20251128.xlsx,7011,20,60,900,5,-9.0
ticks_20251128.xlsx,7011,16,90,900,5,-38.0
ticks_20251128.xlsx,7011,10,120,900,5,-27.0
ticks_20251128.xlsx,7011,10,60,300,7,14.0
ticks_20251128.xlsx,7011,12,90,300,7,-25.0
ticks_20251128.xlsx,7011,6,120,300,7,-4.0
ticks_20251128.xlsx,7011,10,60,600,7,-9.0
ticks_20251128.xlsx,7011,8,90,600,7,-22.0
ticks_20251128.xlsx,7011,14,120,600,7,-39.0
ticks_20251128.xlsx,7011,10,60,900,7,-9.0
ticks_20251128.xlsx,7011,6,90,900,7,-17.0
ticks_20251128.xlsx,7011,8,120,900,7,-44.0
