file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251126.xlsx,7011,100,60,300,3,-73.0
ticks_20251126.xlsx,7011,100,90,300,3,-75.0
ticks_20251126.xlsx,7011,100,120,300,3,-26.0
ticks_20251126.xlsx,7011,70,60,600,3,-11.0
ticks_20251126.xlsx,7011,60,90,600,3,12.0
ticks_20251126.xlsx,7011,58,120,600,3,38.0
ticks_20251126.xlsx,7011,52,60,900,3,-20.0
ticks_20251126.xlsx,7011,48,90,900,3,30.0
ticks_20251126.xlsx,7011,38,120,900,3,72.0
ticks_20251126.xlsx,7011,44,60,300,5,-45.0
ticks_20251126.xlsx,7011,38,90,300,5,-5.0
ticks_20251126.xlsx,7011,34,120,300,5,20.0
ticks_20251126.xlsx,7011,28,60,600,5,-22.0
ticks_20251126.xlsx,7011,28,90,600,5,51.0
ticks_20251126.xlsx,7011,16,120,600,5,34.0
ticks_20251126.xlsx,7011,24,60,900,5,-4.0
ticks_20251126.xlsx,7011,14,90,900,5,-8.0
ticks_20251126.xlsx,7011,16,120,900,5,64.0
ticks_20251126.xlsx,7011,22,60,300,7,-15.0
ticks_20251126.xlsx,7011,20,90,300,7,-16.0
ticks_20251126.xlsx,7011,10,120,300,7,9.0
ticks_20251126.xlsx,7011,12,60,600,7,-4.0
ticks_20251126.xlsx,7011,8,90,600,7,-9.0
ticks_20251126.xlsx,7011,10,120,600,7,40.0
ticks_20251126.xlsx,7011,12,60,900,7,-27.0
ticks_20251126.xlsx,7011,4,90,900,7,-11.0
ticks_20251126.xlsx,7011,4,120,900,7,11.0
