file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251120.xlsx,7011,100,60,300,3,156.0
ticks_20251120.xlsx,7011,100,90,300,3,99.0
ticks_20251120.xlsx,7011,92,120,300,3,82.0
ticks_20251120.xlsx,7011,90,60,600,3,179.0
ticks_20251120.xlsx,7011,56,90,600,3,87.0
ticks_20251120.xlsx,7011,54,120,600,3,41.0
ticks_20251120.xlsx,7011,76,60,900,3,37.0
ticks_20251120.xlsx,7011,60,90,900,3,-6.0
ticks_20251120.xlsx,7011,54,120,900,3,17.0
ticks_20251120.xlsx,7011,66,60,300,5,163.0
ticks_20251120.xlsx,7011,58,90,300,5,125.0
ticks_20251120.xlsx,7011,48,120,300,5,97.0
ticks_20251120.xlsx,7011,36,60,600,5,150.0
ticks_20251120.xlsx,7011,26,90,600,5,60.0
ticks_20251120.xlsx,7011,28,120,600,5,68.0
ticks_20251120.xlsx,7011,36,60,900,5,62.0
ticks_20251120.xlsx,7011,30,90,900,5,41.0
ticks_20251120.xlsx,7011,24,120,900,5,31.0
ticks_20251120.xlsx,7011,28,60,300,7,163.0
ticks_20251120.xlsx,7011,20,90,300,7,119.0
ticks_20251120.xlsx,7011,16,120,300,7,129.0
ticks_20251120.xlsx,7011,18,60,600,7,149.0
ticks_20251120.xlsx,7011,12,90,600,7,73.0
ticks_20251120.xlsx,7011,14,120,600,7,74.0
ticks_20251120.xlsx,7011,22,60,900,7,63.0
ticks_20251120.xlsx,7011,16,90,900,7,71.0
ticks_20251120.xlsx,7011,12,120,900,7,20.0
