file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250821.xlsx,7011,56,60,300,3,26.0
ticks_20250821.xlsx,7011,32,90,300,3,29.0
ticks_20250821.xlsx,7011,34,120,300,3,30.0
ticks_20250821.xlsx,7011,48,60,600,3,-8.0
ticks_20250821.xlsx,7011,42,90,600,3,14.0
ticks_20250821.xlsx,7011,26,120,600,3,51.0
ticks_20250821.xlsx,7011,40,60,900,3,-39.0
ticks_20250821.xlsx,7011,38,90,900,3,-1.0
ticks_20250821.xlsx,7011,26,120,900,3,30.0
ticks_20250821.xlsx,7011,20,60,300,5,9.0
ticks_20250821.xlsx,7011,12,90,300,5,5.0
ticks_20250821.xlsx,7011,14,120,300,5,20.0
ticks_20250821.xlsx,7011,20,60,600,5,-27.0
ticks_20250821.xlsx,7011,14,90,600,5,20.0
ticks_20250821.xlsx,7011,10,120,600,5,51.0
ticks_20250821.xlsx,7011,20,60,900,5,-34.0
ticks_20250821.xlsx,7011,12,90,900,5,-34.0
ticks_20250821.xlsx,7011,8,120,900,5,28.0
ticks_20250821.xlsx,7011,6,60,300,7,12.0
ticks_20250821.xlsx,7011,6,90,300,7,19.0
ticks_20250821.xlsx,7011,4,120,300,7,35.0
ticks_20250821.xlsx,7011,10,60,600,7,-7.0
ticks_20250821.xlsx,7011,10,90,600,7,6.0
ticks_20250821.xlsx,7011,6,120,600,7,29.0
ticks_20250821.xlsx,7011,8,60,900,7,-9.0
ticks_20250821.xlsx,7011,8,90,900,7,-20.0
ticks_20250821.xlsx,7011,4,120,900,7,4.0
