file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250825.xlsx,7011,36,60,300,3,-5.0
ticks_20250825.xlsx,7011,40,90,300,3,-13.0
ticks_20250825.xlsx,7011,26,120,300,3,-15.0
ticks_20250825.xlsx,7011,36,60,600,3,-6.0
ticks_20250825.xlsx,7011,26,90,600,3,-25.0
ticks_20250825.xlsx,7011,26,120,600,3,-41.0
ticks_20250825.xlsx,7011,28,60,900,3,7.0
ticks_20250825.xlsx,7011,26,90,900,3,-27.0
ticks_20250825.xlsx,7011,16,120,900,3,-31.0
ticks_20250825.xlsx,7011,16,60,300,5,15.0
ticks_20250825.xlsx,7011,22,90,300,5,8.0
ticks_20250825.xlsx,7011,14,120,300,5,-17.0
ticks_20250825.xlsx,7011,14,60,600,5,0.0
ticks_20250825.xlsx,7011,10,90,600,5,-10.0
ticks_20250825.xlsx,7011,12,120,600,5,-23.0
ticks_20250825.xlsx,7011,8,60,900,5,7.0
ticks_20250825.xlsx,7011,8,90,900,5,-2.0
ticks_20250825.xlsx,7011,8,120,900,5,-8.0
ticks_20250825.xlsx,7011,6,60,300,7,18.0
ticks_20250825.xlsx,7011,4,90,300,7,-7.0
ticks_20250825.xlsx,7011,2,120,300,7,-6.0
ticks_20250825.xlsx,7011,4,60,600,7,17.0
ticks_20250825.xlsx,7011,4,90,600,7,2.0
ticks_20250825.xlsx,7011,2,120,600,7,-8.0
ticks_20250825.xlsx,7011,4,60,900,7,18.0
ticks_20250825.xlsx,7011,4,90,900,7,6.0
ticks_20250825.xlsx,7011,2,120,900,7,-8.0
