file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251111.xlsx,7011,100,60,300,3,-21.0
ticks_20251111.xlsx,7011,100,90,300,3,-43.0
ticks_20251111.xlsx,7011,98,120,300,3,-84.0
ticks_20251111.xlsx,7011,80,60,600,3,-74.0
ticks_20251111.xlsx,7011,66,90,600,3,-31.0
ticks_20251111.xlsx,7011,58,120,600,3,7.0
ticks_20251111.xlsx,7011,82,60,900,3,-66.0
ticks_20251111.xlsx,7011,54,90,900,3,-70.0
ticks_20251111.xlsx,7011,48,120,900,3,-82.0
ticks_20251111.xlsx,7011,54,60,300,5,-52.0
ticks_20251111.xlsx,7011,48,90,300,5,-18.0
ticks_20251111.xlsx,7011,48,120,300,5,-74.0
ticks_20251111.xlsx,7011,46,60,600,5,-38.0
ticks_20251111.xlsx,7011,30,90,600,5,-56.0
ticks_20251111.xlsx,7011,28,120,600,5,-38.0
ticks_20251111.xlsx,7011,42,60,900,5,-103.0
ticks_20251111.xlsx,7011,32,90,900,5,-27.0
ticks_20251111.xlsx,7011,22,120,900,5,-22.0
ticks_20251111.xlsx,7011,26,60,300,7,-55.0
ticks_20251111.xlsx,7011,30,90,300,7,-37.0
ticks_20251111.xlsx,7011,26,120,300,7,-77.0
ticks_20251111.xlsx,7011,14,60,600,7,-55.0
ticks_20251111.xlsx,7011,10,90,600,7,-49.0
ticks_20251111.xlsx,7011,10,120,600,7,-24.0
ticks_20251111.xlsx,7011,16,60,900,7,-68.0
ticks_20251111.xlsx,7011,8,90,900,7,-10.0
ticks_20251111.xlsx,7011,8,120,900,7,-6.0
