file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250828.xlsx,7011,54,60,300,3,5.0
ticks_20250828.xlsx,7011,52,90,300,3,-18.0
ticks_20250828.xlsx,7011,52,120,300,3,21.0
ticks_20250828.xlsx,7011,36,60,600,3,10.0
ticks_20250828.xlsx,7011,30,90,600,3,35.0
ticks_20250828.xlsx,7011,30,120,600,3,25.0
ticks_20250828.xlsx,7011,40,60,900,3,19.0
ticks_20250828.xlsx,7011,26,90,900,3,19.0
ticks_20250828.xlsx,7011,28,120,900,3,-12.0
ticks_20250828.xlsx,7011,22,60,300,5,16.0
ticks_20250828.xlsx,7011,22,90,300,5,-3.0
ticks_20250828.xlsx,7011,16,120,300,5,-2.0
ticks_20250828.xlsx,7011,12,60,600,5,28.0
ticks_20250828.xlsx,7011,10,90,600,5,5.0
ticks_20250828.xlsx,7011,8,120,600,5,0.0
ticks_20250828.xlsx,7011,22,60,900,5,21.0
ticks_20250828.xlsx,7011,10,90,900,5,-8.0
ticks_20250828.xlsx,7011,8,120,900,5,-1.0
ticks_20250828.xlsx,7011,8,60,300,7,18.0
ticks_20250828.xlsx,7011,4,90,300,7,-2.0
ticks_20250828.xlsx,7011,4,120,300,7,-3.0
ticks_20250828.xlsx,7011,8,60,600,7,19.0
ticks_20250828.xlsx,7011,4,90,600,7,-1.0
ticks_20250828.xlsx,7011,4,120,600,7,4.0
ticks_20250828.xlsx,7011,8,60,900,7,11.0
ticks_20250828.xlsx,7011,4,90,900,7,-14.0
ticks_20250828.xlsx,7011,2,120,900,7,-4.0
