file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251021.xlsx,7011,100,60,300,3,230.0
ticks_20251021.xlsx,7011,74,90,300,3,204.0
ticks_20251021.xlsx,7011,72,120,300,3,148.0
ticks_20251021.xlsx,7011,76,60,600,3,195.0
ticks_20251021.xlsx,7011,72,90,600,3,193.0
ticks_20251021.xlsx,7011,62,120,600,3,150.0
ticks_20251021.xlsx,7011,70,60,900,3,114.0
ticks_20251021.xlsx,7011,62,90,900,3,115.0
ticks_20251021.xlsx,7011,48,120,900,3,112.0
ticks_20251021.xlsx,7011,64,60,300,5,180.0
ticks_20251021.xlsx,7011,46,90,300,5,151.0
ticks_20251021.xlsx,7011,38,120,300,5,92.0
ticks_20251021.xlsx,7011,48,60,600,5,102.0
ticks_20251021.xlsx,7011,40,90,600,5,155.0
ticks_20251021.xlsx,7011,36,120,600,5,140.0
ticks_20251021.xlsx,7011,34,60,900,5,109.0
ticks_20251021.xlsx,7011,34,90,900,5,52.0
ticks_20251021.xlsx,7011,22,120,900,5,41.0
ticks_20251021.xlsx,7011,28,60,300,7,140.0
ticks_20251021.xlsx,7011,32,90,300,7,160.0
ticks_20251021.xlsx,7011,24,120,300,7,123.0
ticks_20251021.xlsx,7011,26,60,600,7,102.0
ticks_20251021.xlsx,7011,26,90,600,7,56.0
ticks_20251021.xlsx,7011,12,120,600,7,89.0
ticks_20251021.xlsx,7011,18,60,900,7,56.0
ticks_20251021.xlsx,7011,18,90,900,7,22.0
ticks_20251021.xlsx,7011,10,120,900,7,13.0
