file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251024.xlsx,7011,100,60,300,3,-68.0
ticks_20251024.xlsx,7011,96,90,300,3,-22.0
ticks_20251024.xlsx,7011,86,120,300,3,2.0
ticks_20251024.xlsx,7011,88,60,600,3,-47.0
ticks_20251024.xlsx,7011,58,90,600,3,-72.0
ticks_20251024.xlsx,7011,66,120,600,3,-85.0
ticks_20251024.xlsx,7011,86,60,900,3,-50.0
ticks_20251024.xlsx,7011,56,90,900,3,-30.0
ticks_20251024.xlsx,7011,46,120,900,3,-27.0
ticks_20251024.xlsx,7011,60,60,300,5,-35.0
ticks_20251024.xlsx,7011,42,90,300,5,-32.0
ticks_20251024.xlsx,7011,48,120,300,5,7.0
ticks_20251024.xlsx,7011,32,60,600,5,-48.0
ticks_20251024.xlsx,7011,26,90,600,5,-42.0
ticks_20251024.xlsx,7011,30,120,600,5,-67.0
ticks_20251024.xlsx,7011,36,60,900,5,-50.0
ticks_20251024.xlsx,7011,32,90,900,5,-27.0
ticks_20251024.xlsx,7011,30,120,900,5,-28.0
ticks_20251024.xlsx,7011,26,60,300,7,-10.0
ticks_20251024.xlsx,7011,20,90,300,7,19.0
ticks_20251024.xlsx,7011,18,120,300,7,18.0
ticks_20251024.xlsx,7011,24,60,600,7,-64.0
ticks_20251024.xlsx,7011,16,90,600,7,-47.0
ticks_20251024.xlsx,7011,14,120,600,7,-46.0
ticks_20251024.xlsx,7011,22,60,900,7,-79.0
ticks_20251024.xlsx,7011,16,90,900,7,-32.0
ticks_20251024.xlsx,7011,16,120,900,7,-14.0
