file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251023.xlsx,7011,100,60,300,3,39.0
ticks_20251023.xlsx,7011,100,90,300,3,1.0
ticks_20251023.xlsx,7011,98,120,300,3,52.0
ticks_20251023.xlsx,7011,66,60,600,3,-11.0
ticks_20251023.xlsx,7011,50,90,600,3,-10.0
ticks_20251023.xlsx,7011,62,120,600,3,28.0
ticks_20251023.xlsx,7011,54,60,900,3,3.0
ticks_20251023.xlsx,7011,46,90,900,3,70.0
ticks_20251023.xlsx,7011,34,120,900,3,120.0
ticks_20251023.xlsx,7011,58,60,300,5,-36.0
ticks_20251023.xlsx,7011,44,90,300,5,-59.0
ticks_20251023.xlsx,7011,34,120,300,5,-9.0
ticks_20251023.xlsx,7011,34,60,600,5,9.0
ticks_20251023.xlsx,7011,26,90,600,5,17.0
ticks_20251023.xlsx,7011,30,120,600,5,-35.0
ticks_20251023.xlsx,7011,28,60,900,5,4.0
ticks_20251023.xlsx,7011,22,90,900,5,42.0
ticks_20251023.xlsx,7011,20,120,900,5,58.0
ticks_20251023.xlsx,7011,34,60,300,7,-4.0
ticks_20251023.xlsx,7011,18,90,300,7,0.0
ticks_20251023.xlsx,7011,12,120,300,7,-7.0
ticks_20251023.xlsx,7011,16,60,600,7,39.0
ticks_20251023.xlsx,7011,16,90,600,7,8.0
ticks_20251023.xlsx,7011,14,120,600,7,-5.0
ticks_20251023.xlsx,7011,20,60,900,7,10.0
ticks_20251023.xlsx,7011,8,90,900,7,53.0
ticks_20251023.xlsx,7011,12,120,900,7,27.0
