file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250919.xlsx,7011,100,60,300,3,27.0
ticks_20250919.xlsx,7011,82,90,300,3,11.0
ticks_20250919.xlsx,7011,84,120,300,3,-2.0
ticks_20250919.xlsx,7011,70,60,600,3,36.0
ticks_20250919.xlsx,7011,52,90,600,3,34.0
ticks_20250919.xlsx,7011,52,120,600,3,-47.0
ticks_20250919.xlsx,7011,60,60,900,3,81.0
ticks_20250919.xlsx,7011,38,90,900,3,56.0
ticks_20250919.xlsx,7011,34,120,900,3,64.0
ticks_20250919.xlsx,7011,46,60,300,5,57.0
ticks_20250919.xlsx,7011,36,90,300,5,16.0
ticks_20250919.xlsx,7011,36,120,300,5,13.0
ticks_20250919.xlsx,7011,32,60,600,5,51.0
ticks_20250919.xlsx,7011,22,90,600,5,40.0
ticks_20250919.xlsx,7011,22,120,600,5,-60.0
ticks_20250919.xlsx,7011,18,60,900,5,75.0
ticks_20250919.xlsx,7011,20,90,900,5,52.0
ticks_20250919.xlsx,7011,14,120,900,5,77.0
ticks_20250919.xlsx,7011,22,60,300,7,51.0
ticks_20250919.xlsx,7011,16,90,300,7,54.0
ticks_20250919.xlsx,7011,20,120,300,7,22.0
ticks_20250919.xlsx,7011,18,60,600,7,-4.0
ticks_20250919.xlsx,7011,12,90,600,7,-20.0
ticks_20250919.xlsx,7011,16,120,600,7,-63.0
ticks_20250919.xlsx,7011,10,60,900,7,54.0
ticks_20250919.xlsx,7011,14,90,900,7,51.0
ticks_20250919.xlsx,7011,8,120,900,7,23.0
