file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20251119.xlsx,7011,100,60,300,3,117.0
ticks_20251119.xlsx,7011,98,90,300,3,152.0
ticks_20251119.xlsx,7011,98,120,300,3,96.0
ticks_20251119.xlsx,7011,68,60,600,3,216.0
ticks_20251119.xlsx,7011,70,90,600,3,213.0
ticks_20251119.xlsx,7011,68,120,600,3,172.0
ticks_20251119.xlsx,7011,86,60,900,3,203.0
ticks_20251119.xlsx,7011,50,90,900,3,261.0
ticks_20251119.xlsx,7011,40,120,900,3,220.0
ticks_20251119.xlsx,7011,64,60,300,5,133.0
ticks_20251119.xlsx,7011,50,90,300,5,84.0
ticks_20251119.xlsx,7011,44,120,300,5,86.0
ticks_20251119.xlsx,7011,34,60,600,5,217.0
ticks_20251119.xlsx,7011,24,90,600,5,177.0
ticks_20251119.xlsx,7011,24,120,600,5,165.0
ticks_20251119.xlsx,7011,38,60,900,5,222.0
ticks_20251119.xlsx,7011,18,90,900,5,228.0
ticks_20251119.xlsx,7011,14,120,900,5,202.0
ticks_20251119.xlsx,7011,34,60,300,7,81.0
ticks_20251119.xlsx,7011,34,90,300,7,31.0
ticks_20251119.xlsx,7011,24,120,300,7,24.0
ticks_20251119.xlsx,7011,14,60,600,7,215.0
ticks_20251119.xlsx,7011,8,90,600,7,120.0
ticks_20251119.xlsx,7011,14,120,600,7,149.0
ticks_20251119.xlsx,7011,16,60,900,7,210.0
ticks_20251119.xlsx,7011,4,90,900,7,122.0
ticks_20251119.xlsx,7011,8,120,900,7,197.0
