file,code,trade,PERIOD_MA_1,PERIOD_MA_2,THRESHOLD_MR,total
ticks_20250902.xlsx,7011,54,60,300,3,-37.0
ticks_20250902.xlsx,7011,38,90,300,3,-11.0
ticks_20250902.xlsx,7011,36,120,300,3,6.0
ticks_20250902.xlsx,7011,32,60,600,3,-6.0
ticks_20250902.xlsx,7011,14,90,600,3,-3.0
ticks_20250902.xlsx,7011,14,120,600,3,17.0
ticks_20250902.xlsx,7011,20,60,900,3,-17.0
ticks_20250902.xlsx,7011,22,90,900,3,-9.0
ticks_20250902.xlsx,7011,22,120,900,3,8.0
ticks_20250902.xlsx,7011,14,60,300,5,-13.0
ticks_20250902.xlsx,7011,12,90,300,5,-23.0
ticks_20250902.xlsx,7011,10,120,300,5,-3.0
ticks_20250902.xlsx,7011,14,60,600,5,-9.0
ticks_20250902.xlsx,7011,8,90,600,5,-9.0
ticks_20250902.xlsx,7011,6,120,600,5,12.0
ticks_20250902.xlsx,7011,10,60,900,5,-6.0
ticks_20250902.xlsx,7011,10,90,900,5,-2.0
ticks_20250902.xlsx,7011,10,120,900,5,23.0
ticks_20250902.xlsx,7011,6,60,300,7,-3.0
ticks_20250902.xlsx,7011,4,90,300,7,16.0
ticks_20250902.xlsx,7011,6,120,300,7,7.0
ticks_20250902.xlsx,7011,6,60,600,7,5.0
ticks_20250902.xlsx,7011,4,90,600,7,18.0
ticks_20250902.xlsx,7011,6,120,600,7,12.0
ticks_20250902.xlsx,7011,6,60,900,7,3.0
ticks_20250902.xlsx,7011,4,90,900,7,19.0
ticks_20250902.xlsx,7011,6,120,900,7,13.0
