file,code,trade,total,THRESHOLD_PM_MIN,THRESHOLD_DDR_MIN
ticks_20251222.xlsx,285A,14,1800.0,5.0,0.1
ticks_20251222.xlsx,285A,14,4100.0,10.0,0.1
ticks_20251222.xlsx,285A,14,6200.0,15.0,0.1
ticks_20251222.xlsx,285A,14,6200.0,20.0,0.1
ticks_20251222.xlsx,285A,14,8100.0,25.0,0.1
ticks_20251222.xlsx,285A,14,8700.0,30.0,0.1
ticks_20251222.xlsx,285A,14,8700.0,35.0,0.1
ticks_20251222.xlsx,285A,14,12300.0,40.0,0.1
ticks_20251222.xlsx,285A,14,3400.0,5.0,0.2
ticks_20251222.xlsx,285A,14,5900.0,10.0,0.2
ticks_20251222.xlsx,285A,14,7800.0,15.0,0.2
ticks_20251222.xlsx,285A,14,7800.0,20.0,0.2
ticks_20251222.xlsx,285A,14,8800.0,25.0,0.2
ticks_20251222.xlsx,285A,14,8800.0,30.0,0.2
ticks_20251222.xlsx,285A,14,8800.0,35.0,0.2
ticks_20251222.xlsx,285A,14,13200.0,40.0,0.2
ticks_20251222.xlsx,285A,14,3400.0,5.0,0.3
ticks_20251222.xlsx,285A,14,5400.0,10.0,0.3
ticks_20251222.xlsx,285A,14,6800.0,15.0,0.3
ticks_20251222.xlsx,285A,14,6800.0,20.0,0.3
ticks_20251222.xlsx,285A,14,8900.0,25.0,0.3
ticks_20251222.xlsx,285A,14,8900.0,30.0,0.3
ticks_20251222.xlsx,285A,14,8900.0,35.0,0.3
ticks_20251222.xlsx,285A,14,10400.0,40.0,0.3
ticks_20251222.xlsx,285A,14,2000.0,5.0,0.4
ticks_20251222.xlsx,285A,14,3500.0,10.0,0.4
ticks_20251222.xlsx,285A,14,4900.0,15.0,0.4
ticks_20251222.xlsx,285A,14,4900.0,20.0,0.4
ticks_20251222.xlsx,285A,14,7500.0,25.0,0.4
ticks_20251222.xlsx,285A,14,7500.0,30.0,0.4
ticks_20251222.xlsx,285A,14,7500.0,35.0,0.4
ticks_20251222.xlsx,285A,14,9500.0,40.0,0.4
ticks_20251222.xlsx,285A,14,2000.0,5.0,0.5
ticks_20251222.xlsx,285A,14,3500.0,10.0,0.5
ticks_20251222.xlsx,285A,14,6500.0,15.0,0.5
ticks_20251222.xlsx,285A,14,6500.0,20.0,0.5
ticks_20251222.xlsx,285A,14,6500.0,25.0,0.5
ticks_20251222.xlsx,285A,14,6500.0,30.0,0.5
ticks_20251222.xlsx,285A,14,6500.0,35.0,0.5
ticks_20251222.xlsx,285A,14,7000.0,40.0,0.5
ticks_20251222.xlsx,285A,14,-200.0,5.0,0.6
ticks_20251222.xlsx,285A,14,1300.0,10.0,0.6
ticks_20251222.xlsx,285A,14,4100.0,15.0,0.6
ticks_20251222.xlsx,285A,14,4100.0,20.0,0.6
ticks_20251222.xlsx,285A,14,4100.0,25.0,0.6
ticks_20251222.xlsx,285A,14,4100.0,30.0,0.6
ticks_20251222.xlsx,285A,14,4100.0,35.0,0.6
ticks_20251222.xlsx,285A,14,4100.0,40.0,0.6
ticks_20251222.xlsx,285A,14,-700.0,5.0,0.7
ticks_20251222.xlsx,285A,14,300.0,10.0,0.7
ticks_20251222.xlsx,285A,14,2200.0,15.0,0.7
ticks_20251222.xlsx,285A,14,2200.0,20.0,0.7
ticks_20251222.xlsx,285A,14,2200.0,25.0,0.7
ticks_20251222.xlsx,285A,14,2200.0,30.0,0.7
ticks_20251222.xlsx,285A,14,2200.0,35.0,0.7
ticks_20251222.xlsx,285A,14,2200.0,40.0,0.7
ticks_20251222.xlsx,285A,14,-1700.0,5.0,0.8
ticks_20251222.xlsx,285A,14,-700.0,10.0,0.8
ticks_20251222.xlsx,285A,14,700.0,15.0,0.8
ticks_20251222.xlsx,285A,14,700.0,20.0,0.8
ticks_20251222.xlsx,285A,14,700.0,25.0,0.8
ticks_20251222.xlsx,285A,14,700.0,30.0,0.8
ticks_20251222.xlsx,285A,14,700.0,35.0,0.8
ticks_20251222.xlsx,285A,14,700.0,40.0,0.8
