,ts,price,volume,vwap,ma1,rsi,cross1,cross2,profit,profit_max,drawdown,dd_ratio,n_minus,warmup
2026-03-19 09:03:06,1773878586.3802276,3623.0,1177200.0,3623.0,3623.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:08,1773878588.3800292,3619.0,1301100.0,3619.0,3621.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:10,1773878590.378527,3615.0,1325300.0,3618.346387575962,3619.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:12,1773878592.3923876,3627.0,1343200.0,3619.279518072289,3621.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:14,1773878594.3980143,3625.0,1347400.0,3619.4206815511166,3621.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:16,1773878596.4081507,3631.0,1364500.0,3620.477843032568,3623.3333333333335,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:18,1773878598.4315395,3632.0,1411500.0,3622.78915919761,3624.5714285714284,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:20,1773878600.4295473,3633.0,1417800.0,3623.0565253532836,3625.625,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:22,1773878602.4265115,3633.0,1431900.0,3623.606988614056,3626.4444444444443,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:24,1773878604.4386668,3633.0,1446300.0,3624.109624674842,3627.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:26,1773878606.4504156,3634.0,1457200.0,3624.494642857143,3627.7272727272725,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:28,1773878608.450031,3639.0,1487700.0,3625.9194847020935,3628.6666666666665,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:30,1773878610.4455929,3633.0,1516800.0,3626.5262073027093,3629.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:32,1773878612.4520075,3633.0,1528100.0,3626.734682245654,3629.285714285714,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:34,1773878614.439846,3634.0,1537600.0,3626.926193118757,3629.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:36,1773878616.439043,3637.0,1547600.0,3627.1981641468683,3630.0625,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:38,1773878618.449107,3632.0,1556400.0,3627.309599156118,3630.176470588235,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:40,1773878620.4436579,3635.0,1563000.0,3627.4411612234317,3630.4444444444443,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:42,1773878622.456002,3632.0,1577500.0,3627.606295278541,3630.5263157894738,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:44,1773878624.4712598,3629.0,1595300.0,3627.665630232002,3630.45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:46,1773878626.4837918,3629.0,1600500.0,3627.682022206473,3630.3809523809523,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:48,1773878628.479875,3628.0,1603200.0,3627.6840375586853,3630.2727272727275,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:50,1773878630.477755,3629.0,1605100.0,3627.689880813274,3630.217391304348,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:52,1773878632.476444,3632.0,1637400.0,3627.992394611039,3630.2916666666665,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:54,1773878634.4732456,3632.0,1641900.0,3628.0312029266192,3630.36,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:56,1773878636.47837,3634.0,1654100.0,3628.1838959949673,3630.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:03:58,1773878638.4739249,3637.0,1667700.0,3628.4283384301734,3630.740740740741,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:00,1773878640.4807684,3635.0,1675200.0,3628.527309236948,3630.8928571428573,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:02,1773878642.4886003,3636.0,1686700.0,3628.6959764474977,3631.0689655172414,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:04,1773878644.4988968,3636.0,1690600.0,3628.75146084924,3631.233333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:06,1773878646.504938,3639.0,1694300.0,3628.824792109843,3631.766666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:08,1773878648.510893,3633.0,1707000.0,3628.924877312193,3632.233333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:10,1773878650.5036132,3629.0,1749400.0,3628.930443900734,3632.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:12,1773878652.5142567,3630.0,1756800.0,3628.944099378882,3632.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:14,1773878654.5099897,3630.0,1762300.0,3628.9540249529996,3632.9666666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:16,1773878656.5104833,3632.0,1770500.0,3628.996123377718,3633.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:18,1773878658.5092685,3628.0,1779300.0,3628.9815645241656,3632.866666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:20,1773878660.5185304,3628.0,1782500.0,3628.9763753510656,3632.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:22,1773878662.5281262,3622.0,1817100.0,3628.5991561181436,3632.3333333333335,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:24,1773878664.521198,3616.0,1840000.0,3628.163850331925,3631.766666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:26,1773878666.531141,3616.0,1846000.0,3628.0547248803828,3631.1666666666665,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:28,1773878668.5220764,3612.0,1858300.0,3627.7647922478345,3630.266666666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-19 09:04:30,1773878670.529923,3612.0,1862200.0,3627.6750364963505,3629.5666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
