file,code,trade,total,THRESHOLD_PM_MIN,THRESHOLD_DDR_MIN
ticks_20251202.xlsx,8306,14,2050.0,5.0,0.1
ticks_20251202.xlsx,8306,14,2650.0,10.0,0.1
ticks_20251202.xlsx,8306,14,4100.0,15.0,0.1
ticks_20251202.xlsx,8306,14,4700.0,20.0,0.1
ticks_20251202.xlsx,8306,14,3950.0,25.0,0.1
ticks_20251202.xlsx,8306,14,3950.0,30.0,0.1
ticks_20251202.xlsx,8306,14,2800.0,35.0,0.1
ticks_20251202.xlsx,8306,14,2800.0,40.0,0.1
ticks_20251202.xlsx,8306,14,1700.0,5.0,0.2
ticks_20251202.xlsx,8306,14,2450.0,10.0,0.2
ticks_20251202.xlsx,8306,14,3800.0,15.0,0.2
ticks_20251202.xlsx,8306,14,4200.0,20.0,0.2
ticks_20251202.xlsx,8306,14,3650.0,25.0,0.2
ticks_20251202.xlsx,8306,14,3650.0,30.0,0.2
ticks_20251202.xlsx,8306,14,2800.0,35.0,0.2
ticks_20251202.xlsx,8306,14,2800.0,40.0,0.2
ticks_20251202.xlsx,8306,14,1550.0,5.0,0.3
ticks_20251202.xlsx,8306,14,3100.0,10.0,0.3
ticks_20251202.xlsx,8306,14,4300.0,15.0,0.3
ticks_20251202.xlsx,8306,14,4250.0,20.0,0.3
ticks_20251202.xlsx,8306,14,3300.0,25.0,0.3
ticks_20251202.xlsx,8306,14,3300.0,30.0,0.3
ticks_20251202.xlsx,8306,14,2800.0,35.0,0.3
ticks_20251202.xlsx,8306,14,2800.0,40.0,0.3
ticks_20251202.xlsx,8306,14,2600.0,5.0,0.4
ticks_20251202.xlsx,8306,14,2950.0,10.0,0.4
ticks_20251202.xlsx,8306,14,3650.0,15.0,0.4
ticks_20251202.xlsx,8306,14,3650.0,20.0,0.4
ticks_20251202.xlsx,8306,14,2900.0,25.0,0.4
ticks_20251202.xlsx,8306,14,2900.0,30.0,0.4
ticks_20251202.xlsx,8306,14,2800.0,35.0,0.4
ticks_20251202.xlsx,8306,14,2800.0,40.0,0.4
ticks_20251202.xlsx,8306,14,2450.0,5.0,0.5
ticks_20251202.xlsx,8306,14,2750.0,10.0,0.5
ticks_20251202.xlsx,8306,14,3250.0,15.0,0.5
ticks_20251202.xlsx,8306,14,3250.0,20.0,0.5
ticks_20251202.xlsx,8306,14,2800.0,25.0,0.5
ticks_20251202.xlsx,8306,14,2800.0,30.0,0.5
ticks_20251202.xlsx,8306,14,2800.0,35.0,0.5
ticks_20251202.xlsx,8306,14,2800.0,40.0,0.5
ticks_20251202.xlsx,8306,14,2200.0,5.0,0.6
ticks_20251202.xlsx,8306,14,2650.0,10.0,0.6
ticks_20251202.xlsx,8306,14,3000.0,15.0,0.6
ticks_20251202.xlsx,8306,14,3000.0,20.0,0.6
ticks_20251202.xlsx,8306,14,2800.0,25.0,0.6
ticks_20251202.xlsx,8306,14,2800.0,30.0,0.6
ticks_20251202.xlsx,8306,14,2800.0,35.0,0.6
ticks_20251202.xlsx,8306,14,2800.0,40.0,0.6
ticks_20251202.xlsx,8306,14,1900.0,5.0,0.7
ticks_20251202.xlsx,8306,14,2500.0,10.0,0.7
ticks_20251202.xlsx,8306,14,2900.0,15.0,0.7
ticks_20251202.xlsx,8306,14,2900.0,20.0,0.7
ticks_20251202.xlsx,8306,14,2800.0,25.0,0.7
ticks_20251202.xlsx,8306,14,2800.0,30.0,0.7
ticks_20251202.xlsx,8306,14,2800.0,35.0,0.7
ticks_20251202.xlsx,8306,14,2800.0,40.0,0.7
ticks_20251202.xlsx,8306,14,2750.0,5.0,0.8
ticks_20251202.xlsx,8306,14,2350.0,10.0,0.8
ticks_20251202.xlsx,8306,14,2800.0,15.0,0.8
ticks_20251202.xlsx,8306,14,2800.0,20.0,0.8
ticks_20251202.xlsx,8306,14,2800.0,25.0,0.8
ticks_20251202.xlsx,8306,14,2800.0,30.0,0.8
ticks_20251202.xlsx,8306,14,2800.0,35.0,0.8
ticks_20251202.xlsx,8306,14,2800.0,40.0,0.8
