,ts,price,volume,vwap,ma1,cross1,cross2,profit,profit_max,drawdown,dd_ratio,n_minus,warmup
2026-02-27 09:00:03,1772150403.6842556,1507.0,121500.0,1507.0,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:05,1772150405.6790557,1502.0,122500.0,1502.0,1504.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:07,1772150407.672656,1500.0,130700.0,1500.2173913043478,1503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:09,1772150409.7033937,1500.0,130700.0,1500.2173913043478,1502.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:11,1772150411.6822326,1500.0,130700.0,1500.2173913043478,1501.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:13,1772150413.6797397,1501.0,130900.0,1500.2340425531916,1501.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:15,1772150415.6746256,1501.0,130900.0,1500.2340425531916,1501.5714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:17,1772150417.6880836,1503.0,134700.0,1501.030303030303,1501.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:19,1772150419.7030764,1503.5,135000.0,1501.085185185185,1501.9444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:21,1772150421.7107055,1503.5,135000.0,1501.085185185185,1502.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:23,1772150423.703918,1504.0,135800.0,1501.2482517482517,1502.2727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:25,1772150425.7110543,1502.5,137500.0,1501.38125,1502.2916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:27,1772150427.7161303,1503.0,139100.0,1501.528409090909,1502.3461538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:29,1772150429.7143276,1503.0,139100.0,1501.528409090909,1502.392857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:31,1772150431.712287,1503.0,139100.0,1501.528409090909,1502.4333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:33,1772150433.712622,1502.5,139900.0,1501.570652173913,1502.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:35,1772150435.708573,1502.5,139900.0,1501.570652173913,1502.4411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:37,1772150437.7191372,1504.0,141900.0,1501.8088235294117,1502.5277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:39,1772150439.728988,1504.0,141900.0,1501.8088235294117,1502.6052631578948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:41,1772150441.7410395,1504.0,142000.0,1501.819512195122,1502.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:43,1772150443.7468257,1504.5,143600.0,1502.0135746606336,1502.7619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:45,1772150445.7414682,1504.5,144200.0,1502.079295154185,1502.840909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:47,1772150447.7359211,1504.5,145200.0,1502.181434599156,1502.9130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:49,1772150449.7464006,1504.5,145200.0,1502.181434599156,1502.9791666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:51,1772150451.7480571,1504.0,145700.0,1502.219008264463,1503.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:53,1772150453.7519095,1504.0,145700.0,1502.219008264463,1503.0576923076924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:55,1772150455.766411,1504.0,145700.0,1502.219008264463,1503.0925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:57,1772150457.7739184,1504.0,146400.0,1502.2690763052208,1503.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:00:59,1772150459.7665372,1503.5,146700.0,1502.2837301587301,1503.1379310344828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:01:01,1772150461.7689292,1503.5,146700.0,1502.2837301587301,1503.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-02-27 09:01:03,1772150463.781645,1503.5,146700.0,1502.2837301587301,1503.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
