file,code,trade,total,THRESHOLD_SLOPE,TURBULENCE
ticks_20260106.xlsx,285A,0,0.0,0.9,35.0
ticks_20260106.xlsx,285A,0,0.0,1.0,35.0
ticks_20260106.xlsx,285A,26,38000.0,0.1,40.0
ticks_20260106.xlsx,285A,24,41000.0,0.2,40.0
ticks_20260106.xlsx,285A,16,21000.0,0.3,40.0
ticks_20260106.xlsx,285A,8,10000.0,0.4,40.0
ticks_20260106.xlsx,285A,4,12000.0,0.5,40.0
ticks_20260106.xlsx,285A,4,12000.0,0.6,40.0
ticks_20260106.xlsx,285A,2,1000.0,0.7,40.0
ticks_20260106.xlsx,285A,0,0.0,0.8,40.0
ticks_20260106.xlsx,285A,0,0.0,0.9,40.0
ticks_20260106.xlsx,285A,0,0.0,1.0,40.0
ticks_20260106.xlsx,285A,28,38500.0,0.1,45.0
ticks_20260106.xlsx,285A,26,41500.0,0.2,45.0
ticks_20260106.xlsx,285A,18,21500.0,0.3,45.0
ticks_20260106.xlsx,285A,10,10500.0,0.4,45.0
ticks_20260106.xlsx,285A,6,12500.0,0.5,45.0
ticks_20260106.xlsx,285A,6,12500.0,0.6,45.0
ticks_20260106.xlsx,285A,4,1500.0,0.7,45.0
ticks_20260106.xlsx,285A,2,500.0,0.8,45.0
ticks_20260106.xlsx,285A,0,0.0,0.9,45.0
ticks_20260106.xlsx,285A,0,0.0,1.0,45.0
ticks_20260106.xlsx,285A,28,38500.0,0.1,50.0
ticks_20260106.xlsx,285A,26,41500.0,0.2,50.0
ticks_20260106.xlsx,285A,18,21500.0,0.3,50.0
ticks_20260106.xlsx,285A,10,10500.0,0.4,50.0
ticks_20260106.xlsx,285A,6,12500.0,0.5,50.0
ticks_20260106.xlsx,285A,6,12500.0,0.6,50.0
ticks_20260106.xlsx,285A,4,1500.0,0.7,50.0
ticks_20260106.xlsx,285A,2,500.0,0.8,50.0
ticks_20260106.xlsx,285A,2,1000.0,0.9,50.0
ticks_20260106.xlsx,285A,0,0.0,1.0,50.0
