file,code,trade,total,PERIOD_MA_1,PERIOD_MA_2,TURBULENCE
ticks_20251017.xlsx,7011,100,11600,30,300,40
ticks_20251017.xlsx,7011,100,10400,40,300,40
ticks_20251017.xlsx,7011,100,-1400,50,300,40
ticks_20251017.xlsx,7011,100,2600,60,300,40
ticks_20251017.xlsx,7011,96,2100,70,300,40
ticks_20251017.xlsx,7011,78,1600,80,300,40
ticks_20251017.xlsx,7011,72,6900,90,300,40
ticks_20251017.xlsx,7011,56,-6000,100,300,40
ticks_20251017.xlsx,7011,48,-100,110,300,40
ticks_20251017.xlsx,7011,46,4000,120,300,40
ticks_20251017.xlsx,7011,50,6400,130,300,40
ticks_20251017.xlsx,7011,48,12100,140,300,40
ticks_20251017.xlsx,7011,34,-1300,150,300,40
ticks_20251017.xlsx,7011,28,-1000,160,300,40
ticks_20251017.xlsx,7011,38,2200,170,300,40
ticks_20251017.xlsx,7011,32,-1600,180,300,40
ticks_20251017.xlsx,7011,32,-500,190,300,40
ticks_20251017.xlsx,7011,100,7200,30,350,40
ticks_20251017.xlsx,7011,100,3800,40,350,40
ticks_20251017.xlsx,7011,100,12700,50,350,40
ticks_20251017.xlsx,7011,92,8800,60,350,40
ticks_20251017.xlsx,7011,82,9800,70,350,40
ticks_20251017.xlsx,7011,74,13000,80,350,40
ticks_20251017.xlsx,7011,62,8100,90,350,40
ticks_20251017.xlsx,7011,64,7300,100,350,40
ticks_20251017.xlsx,7011,58,5500,110,350,40
ticks_20251017.xlsx,7011,52,1700,120,350,40
ticks_20251017.xlsx,7011,40,-1800,130,350,40
ticks_20251017.xlsx,7011,38,-5200,140,350,40
ticks_20251017.xlsx,7011,38,7100,150,350,40
ticks_20251017.xlsx,7011,38,6000,160,350,40
ticks_20251017.xlsx,7011,38,11000,170,350,40
ticks_20251017.xlsx,7011,36,-300,180,350,40
ticks_20251017.xlsx,7011,30,6300,190,350,40
ticks_20251017.xlsx,7011,100,11200,30,400,40
ticks_20251017.xlsx,7011,100,16100,40,400,40
ticks_20251017.xlsx,7011,98,15400,50,400,40
ticks_20251017.xlsx,7011,90,9900,60,400,40
ticks_20251017.xlsx,7011,74,8300,70,400,40
ticks_20251017.xlsx,7011,62,6600,80,400,40
ticks_20251017.xlsx,7011,58,11800,90,400,40
ticks_20251017.xlsx,7011,54,13000,100,400,40
ticks_20251017.xlsx,7011,52,9500,110,400,40
ticks_20251017.xlsx,7011,44,8200,120,400,40
ticks_20251017.xlsx,7011,40,1100,130,400,40
ticks_20251017.xlsx,7011,30,5800,140,400,40
ticks_20251017.xlsx,7011,32,1100,150,400,40
ticks_20251017.xlsx,7011,30,12600,160,400,40
ticks_20251017.xlsx,7011,34,6300,170,400,40
ticks_20251017.xlsx,7011,30,1200,180,400,40
ticks_20251017.xlsx,7011,28,9500,190,400,40
ticks_20251017.xlsx,7011,100,16700,30,450,40
ticks_20251017.xlsx,7011,88,6300,40,450,40
ticks_20251017.xlsx,7011,84,17400,50,450,40
ticks_20251017.xlsx,7011,68,14600,60,450,40
ticks_20251017.xlsx,7011,58,10000,70,450,40
ticks_20251017.xlsx,7011,60,9100,80,450,40
ticks_20251017.xlsx,7011,54,9400,90,450,40
ticks_20251017.xlsx,7011,50,11100,100,450,40
ticks_20251017.xlsx,7011,48,800,110,450,40
ticks_20251017.xlsx,7011,46,4700,120,450,40
ticks_20251017.xlsx,7011,40,4700,130,450,40
ticks_20251017.xlsx,7011,30,7500,140,450,40
ticks_20251017.xlsx,7011,28,5100,150,450,40
ticks_20251017.xlsx,7011,32,10000,160,450,40
ticks_20251017.xlsx,7011,28,15300,170,450,40
ticks_20251017.xlsx,7011,24,3000,180,450,40
ticks_20251017.xlsx,7011,24,800,190,450,40
ticks_20251017.xlsx,7011,100,14900,30,500,40
ticks_20251017.xlsx,7011,88,14100,40,500,40
ticks_20251017.xlsx,7011,70,13400,50,500,40
ticks_20251017.xlsx,7011,68,14200,60,500,40
ticks_20251017.xlsx,7011,64,12300,70,500,40
ticks_20251017.xlsx,7011,54,11800,80,500,40
ticks_20251017.xlsx,7011,56,11100,90,500,40
ticks_20251017.xlsx,7011,48,9600,100,500,40
ticks_20251017.xlsx,7011,46,-2500,110,500,40
ticks_20251017.xlsx,7011,40,900,120,500,40
ticks_20251017.xlsx,7011,38,300,130,500,40
ticks_20251017.xlsx,7011,36,400,140,500,40
ticks_20251017.xlsx,7011,28,1600,150,500,40
ticks_20251017.xlsx,7011,26,14300,160,500,40
ticks_20251017.xlsx,7011,28,15800,170,500,40
ticks_20251017.xlsx,7011,26,-500,180,500,40
ticks_20251017.xlsx,7011,24,600,190,500,40
ticks_20251017.xlsx,7011,100,11900,30,550,40
ticks_20251017.xlsx,7011,100,9100,40,550,40
ticks_20251017.xlsx,7011,76,13000,50,550,40
