file,code,trade,total,PERIOD_MA_1,PERIOD_MA_2,TURBULENCE
ticks_20251031.xlsx,7011,100,8500,30,300,40
ticks_20251031.xlsx,7011,100,-1600,40,300,40
ticks_20251031.xlsx,7011,100,-4900,50,300,40
ticks_20251031.xlsx,7011,100,5200,60,300,40
ticks_20251031.xlsx,7011,100,2200,70,300,40
ticks_20251031.xlsx,7011,100,-800,80,300,40
ticks_20251031.xlsx,7011,88,-7100,90,300,40
ticks_20251031.xlsx,7011,80,-3500,100,300,40
ticks_20251031.xlsx,7011,84,-14200,110,300,40
ticks_20251031.xlsx,7011,76,-7000,120,300,40
ticks_20251031.xlsx,7011,76,-13700,130,300,40
ticks_20251031.xlsx,7011,72,-18500,140,300,40
ticks_20251031.xlsx,7011,66,-15800,150,300,40
ticks_20251031.xlsx,7011,60,-13300,160,300,40
ticks_20251031.xlsx,7011,66,-17900,170,300,40
ticks_20251031.xlsx,7011,64,-6700,180,300,40
ticks_20251031.xlsx,7011,58,-15500,190,300,40
ticks_20251031.xlsx,7011,100,1000,30,350,40
ticks_20251031.xlsx,7011,100,500,40,350,40
ticks_20251031.xlsx,7011,100,1000,50,350,40
ticks_20251031.xlsx,7011,100,-100,60,350,40
ticks_20251031.xlsx,7011,96,-2600,70,350,40
ticks_20251031.xlsx,7011,92,-300,80,350,40
ticks_20251031.xlsx,7011,82,-7700,90,350,40
ticks_20251031.xlsx,7011,80,-5000,100,350,40
ticks_20251031.xlsx,7011,82,-200,110,350,40
ticks_20251031.xlsx,7011,64,-8600,120,350,40
ticks_20251031.xlsx,7011,68,-11100,130,350,40
ticks_20251031.xlsx,7011,64,-17500,140,350,40
ticks_20251031.xlsx,7011,60,-13300,150,350,40
ticks_20251031.xlsx,7011,56,-19400,160,350,40
ticks_20251031.xlsx,7011,62,-18500,170,350,40
ticks_20251031.xlsx,7011,56,-7700,180,350,40
ticks_20251031.xlsx,7011,54,-10700,190,350,40
ticks_20251031.xlsx,7011,100,5300,30,400,40
ticks_20251031.xlsx,7011,100,4700,40,400,40
ticks_20251031.xlsx,7011,96,-6400,50,400,40
ticks_20251031.xlsx,7011,96,-7500,60,400,40
ticks_20251031.xlsx,7011,94,-1000,70,400,40
ticks_20251031.xlsx,7011,80,-1700,80,400,40
ticks_20251031.xlsx,7011,74,400,90,400,40
ticks_20251031.xlsx,7011,78,-9800,100,400,40
ticks_20251031.xlsx,7011,74,-12900,110,400,40
ticks_20251031.xlsx,7011,68,-11500,120,400,40
ticks_20251031.xlsx,7011,70,-20400,130,400,40
ticks_20251031.xlsx,7011,64,-25600,140,400,40
ticks_20251031.xlsx,7011,60,-27000,150,400,40
ticks_20251031.xlsx,7011,52,-28100,160,400,40
ticks_20251031.xlsx,7011,54,-20200,170,400,40
ticks_20251031.xlsx,7011,48,-9300,180,400,40
