,ts,price,volume,vwap,ma1,cross1,cross2,profit,profit_max,drawdown,dd_ratio,n_minus,warmup
2026-03-11 09:00:04,1773187204.7927144,2735.0,1707200.0,2735.0,2735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:06,1773187206.7878647,2738.0,1733400.0,2738.0,2736.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:08,1773187208.7826424,2730.5,1811600.0,2732.382183908046,2734.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:10,1773187210.7822726,2730.0,1892100.0,2731.345051379124,2733.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:12,1773187212.799825,2734.5,1919200.0,2731.7483490566037,2733.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:14,1773187214.8126998,2736.5,1947500.0,2732.307948397836,2734.0833333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:16,1773187216.8246305,2739.0,1953400.0,2732.4683184402925,2734.785714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:18,1773187218.8191147,2740.0,1954700.0,2732.507878787879,2735.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:20,1773187220.819203,2738.0,1961400.0,2732.6526357199054,2735.722222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:22,1773187222.8273537,2736.0,1979500.0,2732.8751377157546,2735.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:24,1773187224.8218067,2736.0,1980900.0,2732.8911216660576,2735.7727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:26,1773187226.8177712,2736.0,1981400.0,2732.896790663749,2735.7916666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:28,1773187228.8288891,2738.5,1986000.0,2732.9892395982783,2736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:30,1773187230.842607,2739.0,1992100.0,2733.117936117936,2736.214285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:32,1773187232.8359766,2738.0,1999500.0,2733.2415326719124,2736.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:34,1773187234.8309884,2740.0,2009200.0,2733.458609271523,2736.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:36,1773187236.8298454,2735.0,2034700.0,2733.5786259541983,2736.470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:38,1773187238.8385217,2733.0,2046900.0,2733.557845157492,2736.277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:40,1773187240.8347073,2734.5,2074300.0,2733.6281667120675,2736.184210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:42,1773187242.8321135,2736.5,2078000.0,2733.6568230852213,2736.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:44,1773187244.8338518,2737.0,2087500.0,2733.740336576387,2736.2380952380954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:46,1773187246.8421261,2735.5,2102400.0,2733.8066801619434,2736.2045454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:48,1773187248.8362553,2737.5,2112000.0,2733.8942687747035,2736.2608695652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:50,1773187250.8382866,2737.0,2122100.0,2733.9698722583753,2736.2916666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:52,1773187252.8342443,2737.0,2129000.0,2734.019440493125,2736.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-03-11 09:00:54,1773187254.8317735,2738.0,2135200.0,2734.0771028037384,2736.3846153846152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
