,ts,price,volume,vwap,ma1,cross1,profit,profit_max,drawdown,dd_ratio,n_minus,warmup
2026-02-17 09:00:01,1771286401.441618,574.9,428600.0,574.9,574.9,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:03,1771286403.452868,574.3,469100.0,574.3,574.5999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:05,1771286405.4470448,572.6,475400.0,574.0711538461538,573.9333333333333,-1.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:07,1771286407.4547107,571.2,482200.0,573.7069029850746,573.25,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:09,1771286409.480447,572.0,499200.0,573.2958923512748,573.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:11,1771286411.4745836,573.7,513300.0,573.3631641086187,573.1166666666667,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:13,1771286413.4851341,573.7,513300.0,573.3631641086187,573.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:15,1771286415.4780512,573.2,514200.0,573.3614485981309,573.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:17,1771286417.4712594,573.1,518100.0,573.3500558659218,573.1888888888889,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:19,1771286419.4807262,572.8,518300.0,573.3488294314382,573.15,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:21,1771286421.476851,572.9,518500.0,573.347830923248,573.1272727272727,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:23,1771286423.4822369,573.3,522000.0,573.3460385438972,573.1416666666667,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:25,1771286425.489863,574.1,524400.0,573.3649269311064,573.2153846153847,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:27,1771286427.51337,574.1,524400.0,573.3649269311064,573.2785714285715,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:29,1771286429.5070276,574.1,524400.0,573.3649269311064,573.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:31,1771286431.5016937,574.2,524500.0,573.3657977059437,573.3875,1.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:33,1771286433.5107493,574.0,538000.0,573.444058500914,573.4235294117648,-1.0,0.0,0.0,0.0,0.0,0.0,1
2026-02-17 09:00:35,1771286435.50496,574.0,538000.0,573.444058500914,573.4555555555556,1.0,0.0,0.0,0.0,0.0,0.0,1
