file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20250820.xlsx,7011,18,30,300,17.0
ticks_20250820.xlsx,7011,10,60,300,-6.0
ticks_20250820.xlsx,7011,12,90,300,53.0
ticks_20250820.xlsx,7011,14,120,300,-13.0
ticks_20250820.xlsx,7011,4,150,300,40.0
ticks_20250820.xlsx,7011,14,30,400,33.0
ticks_20250820.xlsx,7011,12,60,400,20.0
ticks_20250820.xlsx,7011,12,90,400,53.0
ticks_20250820.xlsx,7011,6,120,400,-49.0
ticks_20250820.xlsx,7011,4,150,400,32.0
ticks_20250820.xlsx,7011,8,30,500,32.0
ticks_20250820.xlsx,7011,12,60,500,6.0
ticks_20250820.xlsx,7011,10,90,500,66.0
ticks_20250820.xlsx,7011,6,120,500,-49.0
ticks_20250820.xlsx,7011,4,150,500,38.0
ticks_20250820.xlsx,7011,14,30,600,21.0
ticks_20250820.xlsx,7011,10,60,600,4.0
ticks_20250820.xlsx,7011,10,90,600,59.0
ticks_20250820.xlsx,7011,8,120,600,-59.0
ticks_20250820.xlsx,7011,4,150,600,33.0
ticks_20250820.xlsx,7011,14,30,700,18.0
ticks_20250820.xlsx,7011,12,60,700,-8.0
ticks_20250820.xlsx,7011,10,90,700,31.0
ticks_20250820.xlsx,7011,8,120,700,-54.0
ticks_20250820.xlsx,7011,6,150,700,25.0
