file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20251111.xlsx,7011,36,30,300,-35.0
ticks_20251111.xlsx,7011,26,60,300,-55.0
ticks_20251111.xlsx,7011,30,90,300,-37.0
ticks_20251111.xlsx,7011,26,120,300,-77.0
ticks_20251111.xlsx,7011,16,150,300,-64.0
ticks_20251111.xlsx,7011,36,30,400,-50.0
ticks_20251111.xlsx,7011,22,60,400,-34.0
ticks_20251111.xlsx,7011,20,90,400,-41.0
ticks_20251111.xlsx,7011,16,120,400,7.0
ticks_20251111.xlsx,7011,16,150,400,-42.0
ticks_20251111.xlsx,7011,30,30,500,-69.0
ticks_20251111.xlsx,7011,20,60,500,-71.0
ticks_20251111.xlsx,7011,10,90,500,-42.0
ticks_20251111.xlsx,7011,4,120,500,-9.0
ticks_20251111.xlsx,7011,8,150,500,-49.0
ticks_20251111.xlsx,7011,40,30,600,-68.0
ticks_20251111.xlsx,7011,14,60,600,-55.0
ticks_20251111.xlsx,7011,10,90,600,-49.0
ticks_20251111.xlsx,7011,10,120,600,-24.0
ticks_20251111.xlsx,7011,6,150,600,-22.0
ticks_20251111.xlsx,7011,40,30,700,-95.0
ticks_20251111.xlsx,7011,20,60,700,-84.0
ticks_20251111.xlsx,7011,14,90,700,-31.0
ticks_20251111.xlsx,7011,6,120,700,-24.0
ticks_20251111.xlsx,7011,4,150,700,-21.0
