file,code,trade,total,THRESHOLD_SLOPE,TURBULENCE
ticks_20251016.xlsx,7011,78,-4400.0,0.02,10.0
ticks_20251016.xlsx,7011,72,-3900.0,0.04,10.0
ticks_20251016.xlsx,7011,56,-2900.0,0.06,10.0
ticks_20251016.xlsx,7011,38,-1800.0,0.08,10.0
ticks_20251016.xlsx,7011,28,-3600.0,0.1,10.0
ticks_20251016.xlsx,7011,16,-3400.0,0.12,10.0
ticks_20251016.xlsx,7011,16,-3400.0,0.14,10.0
ticks_20251016.xlsx,7011,12,-2300.0,0.16,10.0
ticks_20251016.xlsx,7011,4,-1800.0,0.18,10.0
ticks_20251016.xlsx,7011,2,-800.0,0.2,10.0
ticks_20251016.xlsx,7011,0,0.0,0.22,10.0
ticks_20251016.xlsx,7011,0,0.0,0.24,10.0
ticks_20251016.xlsx,7011,0,0.0,0.26,10.0
ticks_20251016.xlsx,7011,0,0.0,0.28,10.0
ticks_20251016.xlsx,7011,0,0.0,0.3,10.0
ticks_20251016.xlsx,7011,88,-5800.0,0.02,15.0
ticks_20251016.xlsx,7011,82,-5300.0,0.04,15.0
ticks_20251016.xlsx,7011,66,-4300.0,0.06,15.0
ticks_20251016.xlsx,7011,48,-3300.0,0.08,15.0
ticks_20251016.xlsx,7011,38,-5100.0,0.1,15.0
ticks_20251016.xlsx,7011,26,-4900.0,0.12,15.0
ticks_20251016.xlsx,7011,24,-4800.0,0.14,15.0
ticks_20251016.xlsx,7011,18,-3600.0,0.16,15.0
ticks_20251016.xlsx,7011,10,-3100.0,0.18,15.0
ticks_20251016.xlsx,7011,8,-2100.0,0.2,15.0
ticks_20251016.xlsx,7011,2,-900.0,0.22,15.0
ticks_20251016.xlsx,7011,2,-900.0,0.24,15.0
ticks_20251016.xlsx,7011,0,0.0,0.26,15.0
ticks_20251016.xlsx,7011,0,0.0,0.28,15.0
ticks_20251016.xlsx,7011,0,0.0,0.3,15.0
ticks_20251016.xlsx,7011,92,-7600.0,0.02,20.0
ticks_20251016.xlsx,7011,86,-7100.0,0.04,20.0
ticks_20251016.xlsx,7011,70,-6100.0,0.06,20.0
ticks_20251016.xlsx,7011,52,-5100.0,0.08,20.0
ticks_20251016.xlsx,7011,42,-6900.0,0.1,20.0
ticks_20251016.xlsx,7011,30,-6700.0,0.12,20.0
ticks_20251016.xlsx,7011,28,-6600.0,0.14,20.0
ticks_20251016.xlsx,7011,22,-5400.0,0.16,20.0
ticks_20251016.xlsx,7011,14,-4900.0,0.18,20.0
ticks_20251016.xlsx,7011,12,-3900.0,0.2,20.0
ticks_20251016.xlsx,7011,6,-2700.0,0.22,20.0
ticks_20251016.xlsx,7011,6,-2700.0,0.24,20.0
ticks_20251016.xlsx,7011,4,-1800.0,0.26,20.0
ticks_20251016.xlsx,7011,2,-1100.0,0.28,20.0
ticks_20251016.xlsx,7011,2,-1100.0,0.3,20.0
ticks_20251016.xlsx,7011,94,-8600.0,0.02,25.0
ticks_20251016.xlsx,7011,88,-8100.0,0.04,25.0
ticks_20251016.xlsx,7011,72,-7100.0,0.06,25.0
ticks_20251016.xlsx,7011,54,-6100.0,0.08,25.0
ticks_20251016.xlsx,7011,44,-7900.0,0.1,25.0
ticks_20251016.xlsx,7011,32,-7700.0,0.12,25.0
ticks_20251016.xlsx,7011,30,-7600.0,0.14,25.0
ticks_20251016.xlsx,7011,24,-6400.0,0.16,25.0
ticks_20251016.xlsx,7011,16,-5900.0,0.18,25.0
ticks_20251016.xlsx,7011,14,-4900.0,0.2,25.0
ticks_20251016.xlsx,7011,8,-3800.0,0.22,25.0
ticks_20251016.xlsx,7011,8,-3800.0,0.24,25.0
ticks_20251016.xlsx,7011,6,-2900.0,0.26,25.0
ticks_20251016.xlsx,7011,4,-2200.0,0.28,25.0
ticks_20251016.xlsx,7011,2,-1100.0,0.3,25.0
ticks_20251016.xlsx,7011,96,-8900.0,0.02,30.0
ticks_20251016.xlsx,7011,90,-8400.0,0.04,30.0
ticks_20251016.xlsx,7011,74,-7400.0,0.06,30.0
ticks_20251016.xlsx,7011,56,-6400.0,0.08,30.0
ticks_20251016.xlsx,7011,46,-8200.0,0.1,30.0
ticks_20251016.xlsx,7011,34,-8000.0,0.12,30.0
ticks_20251016.xlsx,7011,32,-7900.0,0.14,30.0
ticks_20251016.xlsx,7011,26,-6700.0,0.16,30.0
ticks_20251016.xlsx,7011,18,-6200.0,0.18,30.0
ticks_20251016.xlsx,7011,16,-5200.0,0.2,30.0
ticks_20251016.xlsx,7011,10,-4300.0,0.22,30.0
ticks_20251016.xlsx,7011,10,-4300.0,0.24,30.0
ticks_20251016.xlsx,7011,8,-3400.0,0.26,30.0
ticks_20251016.xlsx,7011,6,-2700.0,0.28,30.0
ticks_20251016.xlsx,7011,4,-1600.0,0.3,30.0
ticks_20251016.xlsx,7011,96,-8900.0,0.02,35.0
ticks_20251016.xlsx,7011,90,-8400.0,0.04,35.0
ticks_20251016.xlsx,7011,74,-7400.0,0.06,35.0
ticks_20251016.xlsx,7011,56,-6400.0,0.08,35.0
ticks_20251016.xlsx,7011,46,-8200.0,0.1,35.0
ticks_20251016.xlsx,7011,34,-8000.0,0.12,35.0
ticks_20251016.xlsx,7011,32,-7900.0,0.14,35.0
ticks_20251016.xlsx,7011,26,-6700.0,0.16,35.0
ticks_20251016.xlsx,7011,18,-6200.0,0.18,35.0
ticks_20251016.xlsx,7011,16,-5200.0,0.2,35.0
ticks_20251016.xlsx,7011,10,-4300.0,0.22,35.0
ticks_20251016.xlsx,7011,10,-4300.0,0.24,35.0
ticks_20251016.xlsx,7011,8,-3400.0,0.26,35.0
ticks_20251016.xlsx,7011,6,-2700.0,0.28,35.0
ticks_20251016.xlsx,7011,4,-1600.0,0.3,35.0
ticks_20251016.xlsx,7011,98,-10200.0,0.02,40.0
ticks_20251016.xlsx,7011,92,-9700.0,0.04,40.0
ticks_20251016.xlsx,7011,76,-8700.0,0.06,40.0
ticks_20251016.xlsx,7011,58,-7700.0,0.08,40.0
ticks_20251016.xlsx,7011,48,-9500.0,0.1,40.0
ticks_20251016.xlsx,7011,36,-9300.0,0.12,40.0
ticks_20251016.xlsx,7011,34,-9200.0,0.14,40.0
ticks_20251016.xlsx,7011,28,-8000.0,0.16,40.0
ticks_20251016.xlsx,7011,20,-7500.0,0.18,40.0
ticks_20251016.xlsx,7011,18,-6500.0,0.2,40.0
ticks_20251016.xlsx,7011,12,-5600.0,0.22,40.0
ticks_20251016.xlsx,7011,12,-5600.0,0.24,40.0
ticks_20251016.xlsx,7011,10,-4700.0,0.26,40.0
ticks_20251016.xlsx,7011,8,-4000.0,0.28,40.0
ticks_20251016.xlsx,7011,6,-2900.0,0.3,40.0
ticks_20251016.xlsx,7011,98,-10200.0,0.02,45.0
ticks_20251016.xlsx,7011,92,-9700.0,0.04,45.0
ticks_20251016.xlsx,7011,76,-8700.0,0.06,45.0
ticks_20251016.xlsx,7011,58,-7700.0,0.08,45.0
ticks_20251016.xlsx,7011,48,-9500.0,0.1,45.0
ticks_20251016.xlsx,7011,36,-9300.0,0.12,45.0
ticks_20251016.xlsx,7011,34,-9200.0,0.14,45.0
ticks_20251016.xlsx,7011,28,-8000.0,0.16,45.0
ticks_20251016.xlsx,7011,20,-7500.0,0.18,45.0
ticks_20251016.xlsx,7011,18,-6500.0,0.2,45.0
ticks_20251016.xlsx,7011,12,-5600.0,0.22,45.0
ticks_20251016.xlsx,7011,12,-5600.0,0.24,45.0
ticks_20251016.xlsx,7011,10,-4700.0,0.26,45.0
ticks_20251016.xlsx,7011,8,-4000.0,0.28,45.0
ticks_20251016.xlsx,7011,6,-2900.0,0.3,45.0
ticks_20251016.xlsx,7011,98,-10200.0,0.02,50.0
ticks_20251016.xlsx,7011,92,-9700.0,0.04,50.0
ticks_20251016.xlsx,7011,76,-8700.0,0.06,50.0
ticks_20251016.xlsx,7011,58,-7700.0,0.08,50.0
ticks_20251016.xlsx,7011,48,-9500.0,0.1,50.0
ticks_20251016.xlsx,7011,36,-9300.0,0.12,50.0
ticks_20251016.xlsx,7011,34,-9200.0,0.14,50.0
ticks_20251016.xlsx,7011,28,-8000.0,0.16,50.0
ticks_20251016.xlsx,7011,20,-7500.0,0.18,50.0
ticks_20251016.xlsx,7011,18,-6500.0,0.2,50.0
ticks_20251016.xlsx,7011,12,-5600.0,0.22,50.0
ticks_20251016.xlsx,7011,12,-5600.0,0.24,50.0
ticks_20251016.xlsx,7011,10,-4700.0,0.26,50.0
ticks_20251016.xlsx,7011,8,-4000.0,0.28,50.0
ticks_20251016.xlsx,7011,6,-2900.0,0.3,50.0
ticks_20251016.xlsx,7011,98,-10200.0,0.02,55.0
ticks_20251016.xlsx,7011,92,-9700.0,0.04,55.0
ticks_20251016.xlsx,7011,76,-8700.0,0.06,55.0
ticks_20251016.xlsx,7011,58,-7700.0,0.08,55.0
ticks_20251016.xlsx,7011,48,-9500.0,0.1,55.0
ticks_20251016.xlsx,7011,36,-9300.0,0.12,55.0
ticks_20251016.xlsx,7011,34,-9200.0,0.14,55.0
ticks_20251016.xlsx,7011,28,-8000.0,0.16,55.0
ticks_20251016.xlsx,7011,20,-7500.0,0.18,55.0
ticks_20251016.xlsx,7011,18,-6500.0,0.2,55.0
ticks_20251016.xlsx,7011,12,-5600.0,0.22,55.0
ticks_20251016.xlsx,7011,12,-5600.0,0.24,55.0
ticks_20251016.xlsx,7011,10,-4700.0,0.26,55.0
ticks_20251016.xlsx,7011,8,-4000.0,0.28,55.0
ticks_20251016.xlsx,7011,6,-2900.0,0.3,55.0
ticks_20251016.xlsx,7011,98,-10200.0,0.02,60.0
ticks_20251016.xlsx,7011,92,-9700.0,0.04,60.0
ticks_20251016.xlsx,7011,76,-8700.0,0.06,60.0
ticks_20251016.xlsx,7011,58,-7700.0,0.08,60.0
ticks_20251016.xlsx,7011,48,-9500.0,0.1,60.0
ticks_20251016.xlsx,7011,36,-9300.0,0.12,60.0
ticks_20251016.xlsx,7011,34,-9200.0,0.14,60.0
ticks_20251016.xlsx,7011,28,-8000.0,0.16,60.0
ticks_20251016.xlsx,7011,20,-7500.0,0.18,60.0
ticks_20251016.xlsx,7011,18,-6500.0,0.2,60.0
ticks_20251016.xlsx,7011,12,-5600.0,0.22,60.0
ticks_20251016.xlsx,7011,12,-5600.0,0.24,60.0
ticks_20251016.xlsx,7011,10,-4700.0,0.26,60.0
ticks_20251016.xlsx,7011,8,-4000.0,0.28,60.0
ticks_20251016.xlsx,7011,6,-2900.0,0.3,60.0
ticks_20251016.xlsx,7011,98,-10200.0,0.02,65.0
ticks_20251016.xlsx,7011,92,-9700.0,0.04,65.0
ticks_20251016.xlsx,7011,76,-8700.0,0.06,65.0
ticks_20251016.xlsx,7011,58,-7700.0,0.08,65.0
