file,code,trade,total,PERIOD_MA_1,PERIOD_MA_2,TURBULENCE
ticks_20250825.xlsx,7011,100,-3400,30,300,35
ticks_20250825.xlsx,7011,78,-2100,40,300,35
ticks_20250825.xlsx,7011,52,-1300,50,300,35
ticks_20250825.xlsx,7011,44,-1000,60,300,35
ticks_20250825.xlsx,7011,30,-400,70,300,35
ticks_20250825.xlsx,7011,18,-200,80,300,35
ticks_20250825.xlsx,7011,20,-100,90,300,35
ticks_20250825.xlsx,7011,20,-200,100,300,35
ticks_20250825.xlsx,7011,12,-300,110,300,35
ticks_20250825.xlsx,7011,8,900,120,300,35
ticks_20250825.xlsx,7011,14,-1100,130,300,35
ticks_20250825.xlsx,7011,10,-1000,140,300,35
ticks_20250825.xlsx,7011,6,900,150,300,35
ticks_20250825.xlsx,7011,4,1400,160,300,35
ticks_20250825.xlsx,7011,4,500,170,300,35
ticks_20250825.xlsx,7011,4,400,180,300,35
ticks_20250825.xlsx,7011,2,-400,190,300,35
ticks_20250825.xlsx,7011,98,-4200,30,350,35
ticks_20250825.xlsx,7011,72,-500,40,350,35
ticks_20250825.xlsx,7011,48,-600,50,350,35
ticks_20250825.xlsx,7011,42,1200,60,350,35
ticks_20250825.xlsx,7011,24,1200,70,350,35
ticks_20250825.xlsx,7011,24,-400,80,350,35
ticks_20250825.xlsx,7011,22,-1600,90,350,35
ticks_20250825.xlsx,7011,20,-1400,100,350,35
ticks_20250825.xlsx,7011,18,0,110,350,35
ticks_20250825.xlsx,7011,12,-300,120,350,35
ticks_20250825.xlsx,7011,6,1200,130,350,35
ticks_20250825.xlsx,7011,6,800,140,350,35
ticks_20250825.xlsx,7011,8,800,150,350,35
ticks_20250825.xlsx,7011,6,1400,160,350,35
ticks_20250825.xlsx,7011,4,0,170,350,35
ticks_20250825.xlsx,7011,4,200,180,350,35
ticks_20250825.xlsx,7011,4,400,190,350,35
ticks_20250825.xlsx,7011,82,-1700,30,400,35
ticks_20250825.xlsx,7011,68,-700,40,400,35
ticks_20250825.xlsx,7011,54,-1100,50,400,35
ticks_20250825.xlsx,7011,36,-700,60,400,35
ticks_20250825.xlsx,7011,24,1000,70,400,35
ticks_20250825.xlsx,7011,22,600,80,400,35
ticks_20250825.xlsx,7011,18,-1200,90,400,35
ticks_20250825.xlsx,7011,12,-800,100,400,35
ticks_20250825.xlsx,7011,14,400,110,400,35
ticks_20250825.xlsx,7011,10,300,120,400,35
ticks_20250825.xlsx,7011,8,600,130,400,35
ticks_20250825.xlsx,7011,6,1300,140,400,35
ticks_20250825.xlsx,7011,6,1200,150,400,35
ticks_20250825.xlsx,7011,2,-900,160,400,35
ticks_20250825.xlsx,7011,2,-900,170,400,35
ticks_20250825.xlsx,7011,2,-900,180,400,35
ticks_20250825.xlsx,7011,2,-900,190,400,35
ticks_20250825.xlsx,7011,80,-500,30,450,35
