file,code,trade,total,THRESHOLD_SLOPE,TURBULENCE
ticks_20251226.xlsx,285A,20,-7000.0,0.02,10.0
ticks_20251226.xlsx,285A,20,-7000.0,0.04,10.0
ticks_20251226.xlsx,285A,20,-7000.0,0.06,10.0
ticks_20251226.xlsx,285A,18,-6500.0,0.08,10.0
ticks_20251226.xlsx,285A,18,-6500.0,0.1,10.0
ticks_20251226.xlsx,285A,16,-5000.0,0.12,10.0
ticks_20251226.xlsx,285A,10,-6000.0,0.14,10.0
ticks_20251226.xlsx,285A,10,-6000.0,0.16,10.0
ticks_20251226.xlsx,285A,8,-6500.0,0.18,10.0
ticks_20251226.xlsx,285A,8,-6500.0,0.2,10.0
ticks_20251226.xlsx,285A,8,-6500.0,0.22,10.0
ticks_20251226.xlsx,285A,8,-6500.0,0.24,10.0
ticks_20251226.xlsx,285A,8,-6500.0,0.26,10.0
ticks_20251226.xlsx,285A,4,-4500.0,0.28,10.0
ticks_20251226.xlsx,285A,2,-1000.0,0.3,10.0
ticks_20251226.xlsx,285A,36,-12500.0,0.02,15.0
ticks_20251226.xlsx,285A,36,-12500.0,0.04,15.0
ticks_20251226.xlsx,285A,36,-12500.0,0.06,15.0
ticks_20251226.xlsx,285A,32,-11000.0,0.08,15.0
ticks_20251226.xlsx,285A,32,-11000.0,0.1,15.0
ticks_20251226.xlsx,285A,26,-8500.0,0.12,15.0
ticks_20251226.xlsx,285A,20,-9500.0,0.14,15.0
ticks_20251226.xlsx,285A,18,-8500.0,0.16,15.0
ticks_20251226.xlsx,285A,16,-9000.0,0.18,15.0
ticks_20251226.xlsx,285A,16,-9000.0,0.2,15.0
ticks_20251226.xlsx,285A,16,-9000.0,0.22,15.0
ticks_20251226.xlsx,285A,12,-9500.0,0.24,15.0
ticks_20251226.xlsx,285A,10,-8000.0,0.26,15.0
ticks_20251226.xlsx,285A,6,-6000.0,0.28,15.0
ticks_20251226.xlsx,285A,4,-2500.0,0.3,15.0
ticks_20251226.xlsx,285A,50,-16500.0,0.02,20.0
ticks_20251226.xlsx,285A,50,-16500.0,0.04,20.0
ticks_20251226.xlsx,285A,50,-16500.0,0.06,20.0
ticks_20251226.xlsx,285A,46,-15000.0,0.08,20.0
ticks_20251226.xlsx,285A,46,-15000.0,0.1,20.0
ticks_20251226.xlsx,285A,40,-12500.0,0.12,20.0
ticks_20251226.xlsx,285A,32,-13500.0,0.14,20.0
ticks_20251226.xlsx,285A,30,-12500.0,0.16,20.0
ticks_20251226.xlsx,285A,28,-13000.0,0.18,20.0
ticks_20251226.xlsx,285A,28,-13000.0,0.2,20.0
ticks_20251226.xlsx,285A,28,-13000.0,0.22,20.0
ticks_20251226.xlsx,285A,24,-13500.0,0.24,20.0
ticks_20251226.xlsx,285A,22,-12000.0,0.26,20.0
ticks_20251226.xlsx,285A,18,-10000.0,0.28,20.0
ticks_20251226.xlsx,285A,14,-3500.0,0.3,20.0
ticks_20251226.xlsx,285A,64,7500.0,0.02,25.0
ticks_20251226.xlsx,285A,64,7500.0,0.04,25.0
ticks_20251226.xlsx,285A,64,7500.0,0.06,25.0
ticks_20251226.xlsx,285A,60,9000.0,0.08,25.0
ticks_20251226.xlsx,285A,60,9000.0,0.1,25.0
ticks_20251226.xlsx,285A,54,11500.0,0.12,25.0
ticks_20251226.xlsx,285A,44,11500.0,0.14,25.0
ticks_20251226.xlsx,285A,42,12500.0,0.16,25.0
ticks_20251226.xlsx,285A,40,12000.0,0.18,25.0
ticks_20251226.xlsx,285A,40,12000.0,0.2,25.0
ticks_20251226.xlsx,285A,38,13000.0,0.22,25.0
ticks_20251226.xlsx,285A,34,12500.0,0.24,25.0
ticks_20251226.xlsx,285A,32,14000.0,0.26,25.0
ticks_20251226.xlsx,285A,30,15000.0,0.28,25.0
ticks_20251226.xlsx,285A,24,-3500.0,0.3,25.0
ticks_20251226.xlsx,285A,66,6000.0,0.02,30.0
ticks_20251226.xlsx,285A,66,6000.0,0.04,30.0
ticks_20251226.xlsx,285A,66,6000.0,0.06,30.0
ticks_20251226.xlsx,285A,62,7500.0,0.08,30.0
ticks_20251226.xlsx,285A,62,7500.0,0.1,30.0
ticks_20251226.xlsx,285A,56,10000.0,0.12,30.0
ticks_20251226.xlsx,285A,46,10000.0,0.14,30.0
ticks_20251226.xlsx,285A,44,11000.0,0.16,30.0
ticks_20251226.xlsx,285A,42,10500.0,0.18,30.0
ticks_20251226.xlsx,285A,42,10500.0,0.2,30.0
ticks_20251226.xlsx,285A,40,11500.0,0.22,30.0
ticks_20251226.xlsx,285A,36,11000.0,0.24,30.0
ticks_20251226.xlsx,285A,32,13500.0,0.26,30.0
ticks_20251226.xlsx,285A,32,13500.0,0.28,30.0
ticks_20251226.xlsx,285A,26,-5000.0,0.3,30.0
ticks_20251226.xlsx,285A,72,7500.0,0.02,35.0
ticks_20251226.xlsx,285A,72,7500.0,0.04,35.0
ticks_20251226.xlsx,285A,72,7500.0,0.06,35.0
ticks_20251226.xlsx,285A,68,9000.0,0.08,35.0
ticks_20251226.xlsx,285A,68,9000.0,0.1,35.0
ticks_20251226.xlsx,285A,62,11500.0,0.12,35.0
ticks_20251226.xlsx,285A,52,11500.0,0.14,35.0
ticks_20251226.xlsx,285A,50,12500.0,0.16,35.0
ticks_20251226.xlsx,285A,48,12000.0,0.18,35.0
