file,code,trade,total,THRESHOLD_SLOPE,TURBULENCE
ticks_20260115.xlsx,285A,18,-3500.0,0.02,10.0
ticks_20260115.xlsx,285A,18,-3500.0,0.04,10.0
ticks_20260115.xlsx,285A,18,-3500.0,0.06,10.0
ticks_20260115.xlsx,285A,14,-2500.0,0.08,10.0
ticks_20260115.xlsx,285A,14,-2500.0,0.1,10.0
ticks_20260115.xlsx,285A,12,-2500.0,0.12,10.0
ticks_20260115.xlsx,285A,6,-3500.0,0.14,10.0
ticks_20260115.xlsx,285A,6,-3500.0,0.16,10.0
ticks_20260115.xlsx,285A,6,-3500.0,0.18,10.0
ticks_20260115.xlsx,285A,6,-3500.0,0.2,10.0
ticks_20260115.xlsx,285A,6,-3500.0,0.22,10.0
ticks_20260115.xlsx,285A,6,-3500.0,0.24,10.0
ticks_20260115.xlsx,285A,4,-500.0,0.26,10.0
ticks_20260115.xlsx,285A,4,-500.0,0.28,10.0
ticks_20260115.xlsx,285A,4,-500.0,0.3,10.0
ticks_20260115.xlsx,285A,30,-13000.0,0.02,15.0
ticks_20260115.xlsx,285A,28,-11000.0,0.04,15.0
ticks_20260115.xlsx,285A,28,-11000.0,0.06,15.0
ticks_20260115.xlsx,285A,24,-10000.0,0.08,15.0
ticks_20260115.xlsx,285A,24,-10000.0,0.1,15.0
ticks_20260115.xlsx,285A,22,-10000.0,0.12,15.0
ticks_20260115.xlsx,285A,14,-10500.0,0.14,15.0
ticks_20260115.xlsx,285A,14,-10500.0,0.16,15.0
ticks_20260115.xlsx,285A,14,-10500.0,0.18,15.0
ticks_20260115.xlsx,285A,12,-8500.0,0.2,15.0
ticks_20260115.xlsx,285A,12,-8500.0,0.22,15.0
ticks_20260115.xlsx,285A,12,-8500.0,0.24,15.0
ticks_20260115.xlsx,285A,8,-4000.0,0.26,15.0
ticks_20260115.xlsx,285A,8,-4000.0,0.28,15.0
ticks_20260115.xlsx,285A,8,-4000.0,0.3,15.0
ticks_20260115.xlsx,285A,50,-10000.0,0.02,20.0
ticks_20260115.xlsx,285A,50,-10000.0,0.04,20.0
ticks_20260115.xlsx,285A,48,-8000.0,0.06,20.0
ticks_20260115.xlsx,285A,44,-7000.0,0.08,20.0
ticks_20260115.xlsx,285A,42,-17500.0,0.1,20.0
ticks_20260115.xlsx,285A,40,-17500.0,0.12,20.0
ticks_20260115.xlsx,285A,34,-18500.0,0.14,20.0
ticks_20260115.xlsx,285A,34,-18500.0,0.16,20.0
ticks_20260115.xlsx,285A,32,-16500.0,0.18,20.0
