file,code,trade,total,THRESHOLD_SLOPE,TURBULENCE
ticks_20251219.xlsx,285A,16,-2400.0,0.02,10.0
ticks_20251219.xlsx,285A,14,-2000.0,0.04,10.0
ticks_20251219.xlsx,285A,12,-3700.0,0.06,10.0
ticks_20251219.xlsx,285A,12,-3700.0,0.08,10.0
ticks_20251219.xlsx,285A,10,-3600.0,0.1,10.0
ticks_20251219.xlsx,285A,10,-3600.0,0.12,10.0
ticks_20251219.xlsx,285A,10,-3600.0,0.14,10.0
ticks_20251219.xlsx,285A,8,-3200.0,0.16,10.0
ticks_20251219.xlsx,285A,6,1400.0,0.18,10.0
ticks_20251219.xlsx,285A,4,400.0,0.2,10.0
ticks_20251219.xlsx,285A,2,800.0,0.22,10.0
ticks_20251219.xlsx,285A,2,800.0,0.24,10.0
ticks_20251219.xlsx,285A,2,800.0,0.26,10.0
ticks_20251219.xlsx,285A,2,800.0,0.28,10.0
ticks_20251219.xlsx,285A,2,800.0,0.3,10.0
ticks_20251219.xlsx,285A,52,-8700.0,0.02,15.0
ticks_20251219.xlsx,285A,48,-7300.0,0.04,15.0
ticks_20251219.xlsx,285A,44,-8900.0,0.06,15.0
ticks_20251219.xlsx,285A,40,-10600.0,0.08,15.0
ticks_20251219.xlsx,285A,36,-10000.0,0.1,15.0
ticks_20251219.xlsx,285A,34,-9300.0,0.12,15.0
ticks_20251219.xlsx,285A,30,-10500.0,0.14,15.0
ticks_20251219.xlsx,285A,24,-11400.0,0.16,15.0
ticks_20251219.xlsx,285A,18,-6200.0,0.18,15.0
ticks_20251219.xlsx,285A,14,-6800.0,0.2,15.0
ticks_20251219.xlsx,285A,6,-3900.0,0.22,15.0
ticks_20251219.xlsx,285A,6,-4100.0,0.24,15.0
ticks_20251219.xlsx,285A,4,-3200.0,0.26,15.0
ticks_20251219.xlsx,285A,4,-3200.0,0.28,15.0
ticks_20251219.xlsx,285A,2,800.0,0.3,15.0
ticks_20251219.xlsx,285A,72,-13300.0,0.02,20.0
ticks_20251219.xlsx,285A,68,-11900.0,0.04,20.0
ticks_20251219.xlsx,285A,64,-13500.0,0.06,20.0
ticks_20251219.xlsx,285A,60,-15200.0,0.08,20.0
ticks_20251219.xlsx,285A,56,-14600.0,0.1,20.0
ticks_20251219.xlsx,285A,54,-13900.0,0.12,20.0
ticks_20251219.xlsx,285A,48,-18000.0,0.14,20.0
ticks_20251219.xlsx,285A,40,-18000.0,0.16,20.0
ticks_20251219.xlsx,285A,34,-12800.0,0.18,20.0
ticks_20251219.xlsx,285A,30,-13400.0,0.2,20.0
ticks_20251219.xlsx,285A,18,-8200.0,0.22,20.0
ticks_20251219.xlsx,285A,18,-8400.0,0.24,20.0
ticks_20251219.xlsx,285A,16,-7500.0,0.26,20.0
ticks_20251219.xlsx,285A,14,-7000.0,0.28,20.0
ticks_20251219.xlsx,285A,12,-3000.0,0.3,20.0
ticks_20251219.xlsx,285A,88,-16800.0,0.02,25.0
ticks_20251219.xlsx,285A,84,-15400.0,0.04,25.0
ticks_20251219.xlsx,285A,80,-17000.0,0.06,25.0
ticks_20251219.xlsx,285A,76,-18700.0,0.08,25.0
