file,code,trade,total,THRESHOLD_SLOPE,TURBULENCE
ticks_20260108.xlsx,285A,32,-8000.0,0.02,10.0
ticks_20260108.xlsx,285A,32,-8000.0,0.04,10.0
ticks_20260108.xlsx,285A,30,-7000.0,0.06,10.0
ticks_20260108.xlsx,285A,30,-7000.0,0.08,10.0
ticks_20260108.xlsx,285A,30,-7000.0,0.1,10.0
ticks_20260108.xlsx,285A,28,-7500.0,0.12,10.0
ticks_20260108.xlsx,285A,16,-3000.0,0.14,10.0
ticks_20260108.xlsx,285A,16,-3000.0,0.16,10.0
ticks_20260108.xlsx,285A,10,-2500.0,0.18,10.0
ticks_20260108.xlsx,285A,10,-2500.0,0.2,10.0
ticks_20260108.xlsx,285A,6,-2000.0,0.22,10.0
ticks_20260108.xlsx,285A,6,-2000.0,0.24,10.0
ticks_20260108.xlsx,285A,4,-1000.0,0.26,10.0
ticks_20260108.xlsx,285A,2,-500.0,0.28,10.0
ticks_20260108.xlsx,285A,2,-500.0,0.3,10.0
ticks_20260108.xlsx,285A,52,-5000.0,0.02,15.0
ticks_20260108.xlsx,285A,52,-5000.0,0.04,15.0
ticks_20260108.xlsx,285A,50,-4000.0,0.06,15.0
ticks_20260108.xlsx,285A,46,-5000.0,0.08,15.0
ticks_20260108.xlsx,285A,46,-5000.0,0.1,15.0
ticks_20260108.xlsx,285A,44,-5500.0,0.12,15.0
ticks_20260108.xlsx,285A,30,-1000.0,0.14,15.0
ticks_20260108.xlsx,285A,24,500.0,0.16,15.0
ticks_20260108.xlsx,285A,20,500.0,0.18,15.0
ticks_20260108.xlsx,285A,20,500.0,0.2,15.0
ticks_20260108.xlsx,285A,16,1000.0,0.22,15.0
ticks_20260108.xlsx,285A,14,0.0,0.24,15.0
ticks_20260108.xlsx,285A,14,-500.0,0.26,15.0
ticks_20260108.xlsx,285A,12,0.0,0.28,15.0
ticks_20260108.xlsx,285A,6,1500.0,0.3,15.0
ticks_20260108.xlsx,285A,68,-7500.0,0.02,20.0
ticks_20260108.xlsx,285A,68,-7500.0,0.04,20.0
ticks_20260108.xlsx,285A,66,-6500.0,0.06,20.0
ticks_20260108.xlsx,285A,60,-7000.0,0.08,20.0
ticks_20260108.xlsx,285A,60,-7000.0,0.1,20.0
ticks_20260108.xlsx,285A,58,-7500.0,0.12,20.0
ticks_20260108.xlsx,285A,44,-3000.0,0.14,20.0
ticks_20260108.xlsx,285A,38,-1500.0,0.16,20.0
