file,code,trade,total,THRESHOLD_SLOPE,TURBULENCE
ticks_20260116.xlsx,285A,22,2000.0,0.18,20.0
ticks_20260116.xlsx,285A,20,3500.0,0.2,20.0
ticks_20260116.xlsx,285A,20,3500.0,0.22,20.0
ticks_20260116.xlsx,285A,20,3500.0,0.24,20.0
ticks_20260116.xlsx,285A,16,5000.0,0.26,20.0
ticks_20260116.xlsx,285A,16,5000.0,0.28,20.0
ticks_20260116.xlsx,285A,12,9000.0,0.3,20.0
ticks_20260116.xlsx,285A,42,6500.0,0.02,25.0
ticks_20260116.xlsx,285A,42,6500.0,0.04,25.0
ticks_20260116.xlsx,285A,40,6500.0,0.06,25.0
ticks_20260116.xlsx,285A,40,6500.0,0.08,25.0
ticks_20260116.xlsx,285A,40,6500.0,0.1,25.0
ticks_20260116.xlsx,285A,40,6500.0,0.12,25.0
ticks_20260116.xlsx,285A,34,7500.0,0.14,25.0
ticks_20260116.xlsx,285A,32,9500.0,0.16,25.0
ticks_20260116.xlsx,285A,30,6500.0,0.18,25.0
ticks_20260116.xlsx,285A,28,8000.0,0.2,25.0
ticks_20260116.xlsx,285A,28,8000.0,0.22,25.0
ticks_20260116.xlsx,285A,28,8000.0,0.24,25.0
ticks_20260116.xlsx,285A,24,9500.0,0.26,25.0
ticks_20260116.xlsx,285A,24,9500.0,0.28,25.0
ticks_20260116.xlsx,285A,18,12000.0,0.3,25.0
ticks_20260116.xlsx,285A,50,2000.0,0.02,30.0
ticks_20260116.xlsx,285A,50,2000.0,0.04,30.0
ticks_20260116.xlsx,285A,48,2000.0,0.06,30.0
ticks_20260116.xlsx,285A,48,2000.0,0.08,30.0
ticks_20260116.xlsx,285A,48,2000.0,0.1,30.0
ticks_20260116.xlsx,285A,48,2000.0,0.12,30.0
ticks_20260116.xlsx,285A,42,3000.0,0.14,30.0
ticks_20260116.xlsx,285A,38,2000.0,0.16,30.0
ticks_20260116.xlsx,285A,38,2000.0,0.18,30.0
ticks_20260116.xlsx,285A,36,3500.0,0.2,30.0
ticks_20260116.xlsx,285A,36,3500.0,0.22,30.0
ticks_20260116.xlsx,285A,36,3500.0,0.24,30.0
ticks_20260116.xlsx,285A,32,5000.0,0.26,30.0
ticks_20260116.xlsx,285A,32,5000.0,0.28,30.0
ticks_20260116.xlsx,285A,26,7500.0,0.3,30.0
ticks_20260116.xlsx,285A,56,3000.0,0.02,35.0
ticks_20260116.xlsx,285A,56,3000.0,0.04,35.0
ticks_20260116.xlsx,285A,54,3000.0,0.06,35.0
ticks_20260116.xlsx,285A,54,3000.0,0.08,35.0
ticks_20260116.xlsx,285A,54,3000.0,0.1,35.0
ticks_20260116.xlsx,285A,54,3000.0,0.12,35.0
ticks_20260116.xlsx,285A,48,4000.0,0.14,35.0
ticks_20260116.xlsx,285A,44,3000.0,0.16,35.0
ticks_20260116.xlsx,285A,44,3000.0,0.18,35.0
ticks_20260116.xlsx,285A,42,4500.0,0.2,35.0
ticks_20260116.xlsx,285A,42,4500.0,0.22,35.0
ticks_20260116.xlsx,285A,42,4500.0,0.24,35.0
ticks_20260116.xlsx,285A,38,6000.0,0.26,35.0
ticks_20260116.xlsx,285A,38,6000.0,0.28,35.0
ticks_20260116.xlsx,285A,32,8500.0,0.3,35.0
ticks_20260116.xlsx,285A,62,7000.0,0.02,40.0
ticks_20260116.xlsx,285A,62,7000.0,0.04,40.0
ticks_20260116.xlsx,285A,60,7000.0,0.06,40.0
ticks_20260116.xlsx,285A,60,7000.0,0.08,40.0
ticks_20260116.xlsx,285A,60,7000.0,0.1,40.0
ticks_20260116.xlsx,285A,60,7000.0,0.12,40.0
ticks_20260116.xlsx,285A,54,8000.0,0.14,40.0
ticks_20260116.xlsx,285A,50,7000.0,0.16,40.0
ticks_20260116.xlsx,285A,50,7000.0,0.18,40.0
ticks_20260116.xlsx,285A,48,8500.0,0.2,40.0
ticks_20260116.xlsx,285A,48,8500.0,0.22,40.0
ticks_20260116.xlsx,285A,48,8500.0,0.24,40.0
ticks_20260116.xlsx,285A,42,11500.0,0.26,40.0
ticks_20260116.xlsx,285A,42,11500.0,0.28,40.0
ticks_20260116.xlsx,285A,36,14000.0,0.3,40.0
ticks_20260116.xlsx,285A,64,3500.0,0.02,45.0
ticks_20260116.xlsx,285A,64,3500.0,0.04,45.0
ticks_20260116.xlsx,285A,62,3500.0,0.06,45.0
ticks_20260116.xlsx,285A,62,3500.0,0.08,45.0
ticks_20260116.xlsx,285A,62,3500.0,0.1,45.0
ticks_20260116.xlsx,285A,62,3500.0,0.12,45.0
ticks_20260116.xlsx,285A,56,4500.0,0.14,45.0
ticks_20260116.xlsx,285A,52,3500.0,0.16,45.0
ticks_20260116.xlsx,285A,52,3500.0,0.18,45.0
ticks_20260116.xlsx,285A,50,5000.0,0.2,45.0
ticks_20260116.xlsx,285A,50,5000.0,0.22,45.0
ticks_20260116.xlsx,285A,50,5000.0,0.24,45.0
ticks_20260116.xlsx,285A,44,8000.0,0.26,45.0
ticks_20260116.xlsx,285A,44,8000.0,0.28,45.0
ticks_20260116.xlsx,285A,38,10500.0,0.3,45.0
ticks_20260116.xlsx,285A,68,3000.0,0.02,50.0
ticks_20260116.xlsx,285A,68,3000.0,0.04,50.0
ticks_20260116.xlsx,285A,66,3000.0,0.06,50.0
ticks_20260116.xlsx,285A,66,3000.0,0.08,50.0
ticks_20260116.xlsx,285A,66,3000.0,0.1,50.0
ticks_20260116.xlsx,285A,66,3000.0,0.12,50.0
ticks_20260116.xlsx,285A,60,4000.0,0.14,50.0
ticks_20260116.xlsx,285A,56,3000.0,0.16,50.0
ticks_20260116.xlsx,285A,56,3000.0,0.18,50.0
ticks_20260116.xlsx,285A,54,4500.0,0.2,50.0
ticks_20260116.xlsx,285A,54,4500.0,0.22,50.0
ticks_20260116.xlsx,285A,54,4500.0,0.24,50.0
ticks_20260116.xlsx,285A,46,9500.0,0.26,50.0
ticks_20260116.xlsx,285A,46,9500.0,0.28,50.0
ticks_20260116.xlsx,285A,40,12000.0,0.3,50.0
ticks_20260116.xlsx,285A,68,3000.0,0.02,55.0
ticks_20260116.xlsx,285A,68,3000.0,0.04,55.0
ticks_20260116.xlsx,285A,66,3000.0,0.06,55.0
ticks_20260116.xlsx,285A,66,3000.0,0.08,55.0
ticks_20260116.xlsx,285A,66,3000.0,0.1,55.0
ticks_20260116.xlsx,285A,66,3000.0,0.12,55.0
ticks_20260116.xlsx,285A,60,4000.0,0.14,55.0
ticks_20260116.xlsx,285A,56,3000.0,0.16,55.0
ticks_20260116.xlsx,285A,56,3000.0,0.18,55.0
ticks_20260116.xlsx,285A,54,4500.0,0.2,55.0
ticks_20260116.xlsx,285A,54,4500.0,0.22,55.0
ticks_20260116.xlsx,285A,54,4500.0,0.24,55.0
ticks_20260116.xlsx,285A,46,9500.0,0.26,55.0
ticks_20260116.xlsx,285A,46,9500.0,0.28,55.0
ticks_20260116.xlsx,285A,40,12000.0,0.3,55.0
ticks_20260116.xlsx,285A,68,3000.0,0.02,60.0
ticks_20260116.xlsx,285A,68,3000.0,0.04,60.0
ticks_20260116.xlsx,285A,66,3000.0,0.06,60.0
ticks_20260116.xlsx,285A,66,3000.0,0.08,60.0
ticks_20260116.xlsx,285A,66,3000.0,0.1,60.0
ticks_20260116.xlsx,285A,66,3000.0,0.12,60.0
ticks_20260116.xlsx,285A,60,4000.0,0.14,60.0
ticks_20260116.xlsx,285A,56,3000.0,0.16,60.0
ticks_20260116.xlsx,285A,56,3000.0,0.18,60.0
ticks_20260116.xlsx,285A,54,4500.0,0.2,60.0
ticks_20260116.xlsx,285A,54,4500.0,0.22,60.0
ticks_20260116.xlsx,285A,54,4500.0,0.24,60.0
ticks_20260116.xlsx,285A,46,9500.0,0.26,60.0
ticks_20260116.xlsx,285A,46,9500.0,0.28,60.0
ticks_20260116.xlsx,285A,40,12000.0,0.3,60.0
ticks_20260116.xlsx,285A,70,3500.0,0.02,65.0
ticks_20260116.xlsx,285A,70,3500.0,0.04,65.0
ticks_20260116.xlsx,285A,68,3500.0,0.06,65.0
ticks_20260116.xlsx,285A,68,3500.0,0.08,65.0
ticks_20260116.xlsx,285A,68,3500.0,0.1,65.0
ticks_20260116.xlsx,285A,68,3500.0,0.12,65.0
ticks_20260116.xlsx,285A,62,4500.0,0.14,65.0
ticks_20260116.xlsx,285A,58,3500.0,0.16,65.0
ticks_20260116.xlsx,285A,58,3500.0,0.18,65.0
ticks_20260116.xlsx,285A,56,5000.0,0.2,65.0
ticks_20260116.xlsx,285A,56,5000.0,0.22,65.0
ticks_20260116.xlsx,285A,56,5000.0,0.24,65.0
ticks_20260116.xlsx,285A,48,10000.0,0.26,65.0
ticks_20260116.xlsx,285A,48,10000.0,0.28,65.0
ticks_20260116.xlsx,285A,42,12500.0,0.3,65.0
ticks_20260116.xlsx,285A,70,3500.0,0.02,70.0
ticks_20260116.xlsx,285A,70,3500.0,0.04,70.0
ticks_20260116.xlsx,285A,68,3500.0,0.06,70.0
ticks_20260116.xlsx,285A,68,3500.0,0.08,70.0
ticks_20260116.xlsx,285A,68,3500.0,0.1,70.0
ticks_20260116.xlsx,285A,68,3500.0,0.12,70.0
ticks_20260116.xlsx,285A,62,4500.0,0.14,70.0
ticks_20260116.xlsx,285A,58,3500.0,0.16,70.0
ticks_20260116.xlsx,285A,58,3500.0,0.18,70.0
ticks_20260116.xlsx,285A,56,5000.0,0.2,70.0
ticks_20260116.xlsx,285A,56,5000.0,0.22,70.0
ticks_20260116.xlsx,285A,56,5000.0,0.24,70.0
ticks_20260116.xlsx,285A,48,10000.0,0.26,70.0
ticks_20260116.xlsx,285A,48,10000.0,0.28,70.0
ticks_20260116.xlsx,285A,42,12500.0,0.3,70.0
ticks_20260116.xlsx,285A,74,4500.0,0.02,75.0
ticks_20260116.xlsx,285A,74,4500.0,0.04,75.0
ticks_20260116.xlsx,285A,72,4500.0,0.06,75.0
ticks_20260116.xlsx,285A,72,4500.0,0.08,75.0
ticks_20260116.xlsx,285A,72,4500.0,0.1,75.0
ticks_20260116.xlsx,285A,72,4500.0,0.12,75.0
ticks_20260116.xlsx,285A,66,5500.0,0.14,75.0
ticks_20260116.xlsx,285A,62,4500.0,0.16,75.0
ticks_20260116.xlsx,285A,62,4500.0,0.18,75.0
ticks_20260116.xlsx,285A,60,6000.0,0.2,75.0
ticks_20260116.xlsx,285A,60,6000.0,0.22,75.0
ticks_20260116.xlsx,285A,60,6000.0,0.24,75.0
ticks_20260116.xlsx,285A,52,11000.0,0.26,75.0
ticks_20260116.xlsx,285A,52,11000.0,0.28,75.0
ticks_20260116.xlsx,285A,46,13500.0,0.3,75.0
ticks_20260116.xlsx,285A,74,4500.0,0.02,75.0
ticks_20260116.xlsx,285A,74,4500.0,0.04,75.0
ticks_20260116.xlsx,285A,72,4500.0,0.06,75.0
ticks_20260116.xlsx,285A,72,4500.0,0.08,75.0
ticks_20260116.xlsx,285A,72,4500.0,0.1,75.0
ticks_20260116.xlsx,285A,72,4500.0,0.12,75.0
ticks_20260116.xlsx,285A,66,5500.0,0.14,75.0
ticks_20260116.xlsx,285A,62,4500.0,0.16,75.0
ticks_20260116.xlsx,285A,62,4500.0,0.18,75.0
ticks_20260116.xlsx,285A,60,6000.0,0.2,75.0
ticks_20260116.xlsx,285A,60,6000.0,0.22,75.0
ticks_20260116.xlsx,285A,60,6000.0,0.24,75.0
ticks_20260116.xlsx,285A,52,11000.0,0.26,75.0
ticks_20260116.xlsx,285A,52,11000.0,0.28,75.0
ticks_20260116.xlsx,285A,46,13500.0,0.3,75.0
