file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20250911.xlsx,7011,14,30,300,-24.0
ticks_20250911.xlsx,7011,8,45,300,-21.0
ticks_20250911.xlsx,7011,8,60,300,3.0
ticks_20250911.xlsx,7011,4,75,300,23.0
ticks_20250911.xlsx,7011,4,90,300,26.0
ticks_20250911.xlsx,7011,4,105,300,18.0
ticks_20250911.xlsx,7011,4,120,300,9.0
ticks_20250911.xlsx,7011,4,135,300,19.0
ticks_20250911.xlsx,7011,4,150,300,13.0
ticks_20250911.xlsx,7011,4,165,300,11.0
ticks_20250911.xlsx,7011,4,180,300,-13.0
ticks_20250911.xlsx,7011,14,30,360,-24.0
ticks_20250911.xlsx,7011,6,45,360,-15.0
ticks_20250911.xlsx,7011,4,60,360,15.0
ticks_20250911.xlsx,7011,4,75,360,23.0
ticks_20250911.xlsx,7011,6,90,360,18.0
ticks_20250911.xlsx,7011,6,105,360,12.0
ticks_20250911.xlsx,7011,8,120,360,2.0
ticks_20250911.xlsx,7011,6,135,360,14.0
ticks_20250911.xlsx,7011,6,150,360,8.0
ticks_20250911.xlsx,7011,4,165,360,9.0
ticks_20250911.xlsx,7011,4,180,360,-4.0
ticks_20250911.xlsx,7011,8,30,420,-18.0
ticks_20250911.xlsx,7011,2,45,420,-2.0
ticks_20250911.xlsx,7011,10,60,420,6.0
ticks_20250911.xlsx,7011,10,75,420,8.0
ticks_20250911.xlsx,7011,14,90,420,-5.0
ticks_20250911.xlsx,7011,8,105,420,4.0
ticks_20250911.xlsx,7011,6,120,420,6.0
ticks_20250911.xlsx,7011,2,135,420,26.0
ticks_20250911.xlsx,7011,2,150,420,17.0
ticks_20250911.xlsx,7011,2,165,420,14.0
ticks_20250911.xlsx,7011,0,180,420,0.0
ticks_20250911.xlsx,7011,10,30,480,-29.0
ticks_20250911.xlsx,7011,6,45,480,-15.0
ticks_20250911.xlsx,7011,8,60,480,8.0
ticks_20250911.xlsx,7011,10,75,480,9.0
ticks_20250911.xlsx,7011,8,90,480,7.0
ticks_20250911.xlsx,7011,6,105,480,17.0
ticks_20250911.xlsx,7011,4,120,480,14.0
ticks_20250911.xlsx,7011,2,135,480,28.0
ticks_20250911.xlsx,7011,4,150,480,16.0
ticks_20250911.xlsx,7011,6,165,480,12.0
ticks_20250911.xlsx,7011,0,180,480,0.0
ticks_20250911.xlsx,7011,8,30,540,-20.0
ticks_20250911.xlsx,7011,4,45,540,-9.0
ticks_20250911.xlsx,7011,8,60,540,7.0
ticks_20250911.xlsx,7011,4,75,540,18.0
ticks_20250911.xlsx,7011,4,90,540,21.0
ticks_20250911.xlsx,7011,2,105,540,23.0
ticks_20250911.xlsx,7011,2,120,540,16.0
ticks_20250911.xlsx,7011,2,135,540,22.0
ticks_20250911.xlsx,7011,2,150,540,14.0
ticks_20250911.xlsx,7011,2,165,540,13.0
ticks_20250911.xlsx,7011,0,180,540,0.0
ticks_20250911.xlsx,7011,10,30,600,-13.0
ticks_20250911.xlsx,7011,6,45,600,-25.0
ticks_20250911.xlsx,7011,4,60,600,11.0
ticks_20250911.xlsx,7011,4,75,600,21.0
ticks_20250911.xlsx,7011,2,90,600,26.0
ticks_20250911.xlsx,7011,2,105,600,24.0
ticks_20250911.xlsx,7011,2,120,600,17.0
ticks_20250911.xlsx,7011,2,135,600,23.0
ticks_20250911.xlsx,7011,2,150,600,13.0
ticks_20250911.xlsx,7011,4,165,600,14.0
ticks_20250911.xlsx,7011,0,180,600,0.0
