file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20250904.xlsx,7011,16,30,300,-7.0
ticks_20250904.xlsx,7011,10,45,300,3.0
ticks_20250904.xlsx,7011,16,60,300,18.0
ticks_20250904.xlsx,7011,6,75,300,19.0
ticks_20250904.xlsx,7011,8,90,300,14.0
ticks_20250904.xlsx,7011,4,105,300,-2.0
ticks_20250904.xlsx,7011,6,120,300,2.0
ticks_20250904.xlsx,7011,4,135,300,4.0
ticks_20250904.xlsx,7011,8,150,300,-12.0
ticks_20250904.xlsx,7011,8,165,300,-29.0
ticks_20250904.xlsx,7011,10,180,300,-48.0
ticks_20250904.xlsx,7011,10,30,360,14.0
ticks_20250904.xlsx,7011,8,45,360,-4.0
ticks_20250904.xlsx,7011,10,60,360,8.0
ticks_20250904.xlsx,7011,10,75,360,0.0
ticks_20250904.xlsx,7011,8,90,360,-10.0
ticks_20250904.xlsx,7011,10,105,360,-38.0
ticks_20250904.xlsx,7011,8,120,360,-20.0
ticks_20250904.xlsx,7011,6,135,360,-16.0
ticks_20250904.xlsx,7011,10,150,360,-42.0
ticks_20250904.xlsx,7011,10,165,360,-48.0
ticks_20250904.xlsx,7011,8,180,360,-47.0
ticks_20250904.xlsx,7011,10,30,420,12.0
ticks_20250904.xlsx,7011,8,45,420,-2.0
ticks_20250904.xlsx,7011,10,60,420,0.0
ticks_20250904.xlsx,7011,12,75,420,-4.0
ticks_20250904.xlsx,7011,8,90,420,-16.0
ticks_20250904.xlsx,7011,4,105,420,-2.0
ticks_20250904.xlsx,7011,8,120,420,-20.0
ticks_20250904.xlsx,7011,4,135,420,-3.0
ticks_20250904.xlsx,7011,4,150,420,-23.0
ticks_20250904.xlsx,7011,4,165,420,-28.0
ticks_20250904.xlsx,7011,8,180,420,-25.0
ticks_20250904.xlsx,7011,10,30,480,8.0
ticks_20250904.xlsx,7011,4,45,480,-8.0
ticks_20250904.xlsx,7011,10,60,480,14.0
ticks_20250904.xlsx,7011,8,75,480,-4.0
ticks_20250904.xlsx,7011,10,90,480,-12.0
ticks_20250904.xlsx,7011,10,105,480,-8.0
ticks_20250904.xlsx,7011,10,120,480,-17.0
ticks_20250904.xlsx,7011,2,135,480,-8.0
ticks_20250904.xlsx,7011,4,150,480,3.0
ticks_20250904.xlsx,7011,4,165,480,-16.0
ticks_20250904.xlsx,7011,4,180,480,-22.0
ticks_20250904.xlsx,7011,8,30,540,15.0
ticks_20250904.xlsx,7011,2,45,540,-4.0
ticks_20250904.xlsx,7011,6,60,540,17.0
ticks_20250904.xlsx,7011,8,75,540,0.0
ticks_20250904.xlsx,7011,10,90,540,-8.0
ticks_20250904.xlsx,7011,6,105,540,-2.0
ticks_20250904.xlsx,7011,6,120,540,2.0
ticks_20250904.xlsx,7011,2,135,540,-8.0
ticks_20250904.xlsx,7011,4,150,540,-8.0
ticks_20250904.xlsx,7011,4,165,540,-14.0
ticks_20250904.xlsx,7011,4,180,540,-21.0
ticks_20250904.xlsx,7011,8,30,600,14.0
ticks_20250904.xlsx,7011,2,45,600,5.0
ticks_20250904.xlsx,7011,4,60,600,18.0
ticks_20250904.xlsx,7011,6,75,600,6.0
ticks_20250904.xlsx,7011,6,90,600,11.0
ticks_20250904.xlsx,7011,6,105,600,-8.0
ticks_20250904.xlsx,7011,10,120,600,-11.0
ticks_20250904.xlsx,7011,6,135,600,10.0
ticks_20250904.xlsx,7011,6,150,600,-12.0
ticks_20250904.xlsx,7011,6,165,600,-19.0
ticks_20250904.xlsx,7011,4,180,600,-31.0
ticks_20250904.xlsx,7011,4,30,660,20.0
ticks_20250904.xlsx,7011,2,45,660,4.0
ticks_20250904.xlsx,7011,6,60,660,21.0
ticks_20250904.xlsx,7011,8,75,660,5.0
ticks_20250904.xlsx,7011,6,90,660,-12.0
ticks_20250904.xlsx,7011,6,105,660,-11.0
ticks_20250904.xlsx,7011,8,120,660,-19.0
ticks_20250904.xlsx,7011,6,135,660,2.0
ticks_20250904.xlsx,7011,4,150,660,-14.0
ticks_20250904.xlsx,7011,4,165,660,-20.0
ticks_20250904.xlsx,7011,6,180,660,-28.0
ticks_20250904.xlsx,7011,2,30,720,4.0
ticks_20250904.xlsx,7011,4,45,720,15.0
ticks_20250904.xlsx,7011,6,60,720,21.0
ticks_20250904.xlsx,7011,8,75,720,-6.0
ticks_20250904.xlsx,7011,8,90,720,-10.0
ticks_20250904.xlsx,7011,6,105,720,-11.0
ticks_20250904.xlsx,7011,8,120,720,-5.0
ticks_20250904.xlsx,7011,6,135,720,2.0
ticks_20250904.xlsx,7011,4,150,720,-17.0
ticks_20250904.xlsx,7011,6,165,720,-27.0
ticks_20250904.xlsx,7011,6,180,720,-39.0
ticks_20250904.xlsx,7011,4,30,780,12.0
ticks_20250904.xlsx,7011,4,45,780,16.0
ticks_20250904.xlsx,7011,6,60,780,17.0
ticks_20250904.xlsx,7011,8,75,780,-1.0
ticks_20250904.xlsx,7011,8,90,780,2.0
ticks_20250904.xlsx,7011,6,105,780,2.0
ticks_20250904.xlsx,7011,6,120,780,-3.0
ticks_20250904.xlsx,7011,4,135,780,-12.0
ticks_20250904.xlsx,7011,4,150,780,-21.0
ticks_20250904.xlsx,7011,2,165,780,-24.0
ticks_20250904.xlsx,7011,2,180,780,-29.0
ticks_20250904.xlsx,7011,6,30,840,5.0
ticks_20250904.xlsx,7011,6,45,840,9.0
ticks_20250904.xlsx,7011,6,60,840,17.0
ticks_20250904.xlsx,7011,8,75,840,0.0
ticks_20250904.xlsx,7011,6,90,840,-3.0
ticks_20250904.xlsx,7011,4,105,840,-6.0
ticks_20250904.xlsx,7011,6,120,840,-13.0
ticks_20250904.xlsx,7011,4,135,840,-13.0
ticks_20250904.xlsx,7011,2,150,840,-17.0
ticks_20250904.xlsx,7011,2,165,840,-24.0
ticks_20250904.xlsx,7011,2,180,840,-29.0
ticks_20250904.xlsx,7011,6,30,900,19.0
ticks_20250904.xlsx,7011,6,45,900,10.0
ticks_20250904.xlsx,7011,4,60,900,5.0
ticks_20250904.xlsx,7011,8,75,900,-14.0
ticks_20250904.xlsx,7011,6,90,900,-19.0
ticks_20250904.xlsx,7011,4,105,900,-24.0
ticks_20250904.xlsx,7011,4,120,900,-25.0
ticks_20250904.xlsx,7011,2,135,900,-8.0
ticks_20250904.xlsx,7011,2,150,900,-17.0
ticks_20250904.xlsx,7011,2,165,900,-24.0
ticks_20250904.xlsx,7011,2,180,900,-29.0
