file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20251024.xlsx,7011,46,30,300,-3.0
ticks_20251024.xlsx,7011,32,45,300,20.0
ticks_20251024.xlsx,7011,26,60,300,-10.0
ticks_20251024.xlsx,7011,22,75,300,11.0
ticks_20251024.xlsx,7011,20,90,300,19.0
ticks_20251024.xlsx,7011,18,105,300,8.0
ticks_20251024.xlsx,7011,18,120,300,18.0
ticks_20251024.xlsx,7011,18,135,300,-25.0
ticks_20251024.xlsx,7011,18,150,300,42.0
ticks_20251024.xlsx,7011,20,165,300,6.0
ticks_20251024.xlsx,7011,16,180,300,43.0
ticks_20251024.xlsx,7011,40,30,360,20.0
ticks_20251024.xlsx,7011,28,45,360,27.0
ticks_20251024.xlsx,7011,26,60,360,-3.0
ticks_20251024.xlsx,7011,16,75,360,-8.0
ticks_20251024.xlsx,7011,12,90,360,9.0
ticks_20251024.xlsx,7011,12,105,360,9.0
ticks_20251024.xlsx,7011,14,120,360,-19.0
ticks_20251024.xlsx,7011,8,135,360,-42.0
ticks_20251024.xlsx,7011,12,150,360,43.0
ticks_20251024.xlsx,7011,16,165,360,-4.0
ticks_20251024.xlsx,7011,16,180,360,22.0
ticks_20251024.xlsx,7011,32,30,420,27.0
ticks_20251024.xlsx,7011,20,45,420,25.0
ticks_20251024.xlsx,7011,20,60,420,-25.0
ticks_20251024.xlsx,7011,18,75,420,-15.0
ticks_20251024.xlsx,7011,24,90,420,-19.0
ticks_20251024.xlsx,7011,12,105,420,-13.0
ticks_20251024.xlsx,7011,12,120,420,-1.0
ticks_20251024.xlsx,7011,10,135,420,-35.0
ticks_20251024.xlsx,7011,14,150,420,14.0
ticks_20251024.xlsx,7011,18,165,420,-16.0
ticks_20251024.xlsx,7011,14,180,420,5.0
ticks_20251024.xlsx,7011,30,30,480,36.0
ticks_20251024.xlsx,7011,24,45,480,8.0
ticks_20251024.xlsx,7011,24,60,480,-36.0
ticks_20251024.xlsx,7011,18,75,480,-37.0
ticks_20251024.xlsx,7011,20,90,480,-45.0
ticks_20251024.xlsx,7011,16,105,480,-43.0
ticks_20251024.xlsx,7011,20,120,480,-32.0
ticks_20251024.xlsx,7011,16,135,480,-67.0
ticks_20251024.xlsx,7011,22,150,480,-27.0
ticks_20251024.xlsx,7011,18,165,480,-31.0
ticks_20251024.xlsx,7011,16,180,480,5.0
ticks_20251024.xlsx,7011,36,30,540,5.0
ticks_20251024.xlsx,7011,30,45,540,-36.0
ticks_20251024.xlsx,7011,24,60,540,-51.0
ticks_20251024.xlsx,7011,20,75,540,-46.0
ticks_20251024.xlsx,7011,14,90,540,-45.0
ticks_20251024.xlsx,7011,12,105,540,-40.0
ticks_20251024.xlsx,7011,16,120,540,-33.0
ticks_20251024.xlsx,7011,14,135,540,-33.0
ticks_20251024.xlsx,7011,16,150,540,-8.0
ticks_20251024.xlsx,7011,18,165,540,-28.0
ticks_20251024.xlsx,7011,16,180,540,5.0
ticks_20251024.xlsx,7011,34,30,600,-10.0
ticks_20251024.xlsx,7011,22,45,600,-20.0
ticks_20251024.xlsx,7011,24,60,600,-64.0
ticks_20251024.xlsx,7011,16,75,600,-44.0
ticks_20251024.xlsx,7011,16,90,600,-47.0
ticks_20251024.xlsx,7011,14,105,600,-48.0
ticks_20251024.xlsx,7011,14,120,600,-46.0
ticks_20251024.xlsx,7011,12,135,600,-55.0
ticks_20251024.xlsx,7011,12,150,600,-2.0
ticks_20251024.xlsx,7011,26,165,600,-49.0
ticks_20251024.xlsx,7011,20,180,600,3.0
ticks_20251024.xlsx,7011,32,30,660,-16.0
ticks_20251024.xlsx,7011,22,45,660,-17.0
ticks_20251024.xlsx,7011,24,60,660,-71.0
ticks_20251024.xlsx,7011,18,75,660,-64.0
ticks_20251024.xlsx,7011,18,90,660,-77.0
ticks_20251024.xlsx,7011,18,105,660,-66.0
ticks_20251024.xlsx,7011,14,120,660,-51.0
ticks_20251024.xlsx,7011,12,135,660,-58.0
ticks_20251024.xlsx,7011,16,150,660,2.0
ticks_20251024.xlsx,7011,20,165,660,-13.0
ticks_20251024.xlsx,7011,18,180,660,19.0
ticks_20251024.xlsx,7011,24,30,720,-15.0
ticks_20251024.xlsx,7011,16,45,720,-28.0
ticks_20251024.xlsx,7011,22,60,720,-74.0
ticks_20251024.xlsx,7011,16,75,720,-51.0
ticks_20251024.xlsx,7011,18,90,720,-55.0
ticks_20251024.xlsx,7011,18,105,720,-60.0
ticks_20251024.xlsx,7011,16,120,720,-47.0
ticks_20251024.xlsx,7011,12,135,720,-32.0
ticks_20251024.xlsx,7011,16,150,720,10.0
ticks_20251024.xlsx,7011,16,165,720,17.0
ticks_20251024.xlsx,7011,12,180,720,60.0
ticks_20251024.xlsx,7011,32,30,780,-32.0
ticks_20251024.xlsx,7011,22,45,780,-55.0
ticks_20251024.xlsx,7011,22,60,780,-70.0
ticks_20251024.xlsx,7011,22,75,780,-77.0
ticks_20251024.xlsx,7011,18,90,780,-68.0
ticks_20251024.xlsx,7011,16,105,780,-54.0
ticks_20251024.xlsx,7011,14,120,780,-32.0
ticks_20251024.xlsx,7011,10,135,780,-16.0
ticks_20251024.xlsx,7011,16,150,780,33.0
ticks_20251024.xlsx,7011,14,165,780,30.0
ticks_20251024.xlsx,7011,12,180,780,27.0
ticks_20251024.xlsx,7011,32,30,840,-51.0
ticks_20251024.xlsx,7011,22,45,840,-40.0
ticks_20251024.xlsx,7011,24,60,840,-79.0
ticks_20251024.xlsx,7011,22,75,840,-54.0
ticks_20251024.xlsx,7011,16,90,840,-40.0
ticks_20251024.xlsx,7011,14,105,840,-29.0
ticks_20251024.xlsx,7011,12,120,840,4.0
ticks_20251024.xlsx,7011,12,135,840,-16.0
ticks_20251024.xlsx,7011,16,150,840,20.0
ticks_20251024.xlsx,7011,14,165,840,-12.0
ticks_20251024.xlsx,7011,12,180,840,52.0
ticks_20251024.xlsx,7011,30,30,900,-78.0
ticks_20251024.xlsx,7011,24,45,900,-65.0
ticks_20251024.xlsx,7011,22,60,900,-79.0
ticks_20251024.xlsx,7011,16,75,900,-53.0
ticks_20251024.xlsx,7011,16,90,900,-32.0
ticks_20251024.xlsx,7011,16,105,900,-28.0
ticks_20251024.xlsx,7011,16,120,900,-14.0
ticks_20251024.xlsx,7011,16,135,900,-29.0
ticks_20251024.xlsx,7011,12,150,900,42.0
ticks_20251024.xlsx,7011,14,165,900,3.0
ticks_20251024.xlsx,7011,10,180,900,55.0
