file,code,trade,PERIOD_MA_1,PERIOD_MA_2,total
ticks_20251110.xlsx,7011,54,30,300,-64.0
ticks_20251110.xlsx,7011,44,45,300,-42.0
ticks_20251110.xlsx,7011,34,60,300,5.0
ticks_20251110.xlsx,7011,30,75,300,6.0
ticks_20251110.xlsx,7011,28,90,300,11.0
ticks_20251110.xlsx,7011,20,105,300,13.0
ticks_20251110.xlsx,7011,16,120,300,29.0
ticks_20251110.xlsx,7011,20,135,300,9.0
ticks_20251110.xlsx,7011,20,150,300,1.0
ticks_20251110.xlsx,7011,18,165,300,6.0
ticks_20251110.xlsx,7011,16,180,300,7.0
ticks_20251110.xlsx,7011,38,30,360,-31.0
ticks_20251110.xlsx,7011,36,45,360,-19.0
ticks_20251110.xlsx,7011,26,60,360,11.0
ticks_20251110.xlsx,7011,26,75,360,8.0
ticks_20251110.xlsx,7011,16,90,360,48.0
ticks_20251110.xlsx,7011,12,105,360,45.0
ticks_20251110.xlsx,7011,8,120,360,40.0
ticks_20251110.xlsx,7011,16,135,360,50.0
ticks_20251110.xlsx,7011,14,150,360,-23.0
ticks_20251110.xlsx,7011,16,165,360,-13.0
ticks_20251110.xlsx,7011,10,180,360,-6.0
ticks_20251110.xlsx,7011,30,30,420,-38.0
ticks_20251110.xlsx,7011,32,45,420,-19.0
ticks_20251110.xlsx,7011,24,60,420,28.0
ticks_20251110.xlsx,7011,18,75,420,68.0
ticks_20251110.xlsx,7011,20,90,420,58.0
ticks_20251110.xlsx,7011,16,105,420,63.0
ticks_20251110.xlsx,7011,12,120,420,52.0
ticks_20251110.xlsx,7011,10,135,420,34.0
ticks_20251110.xlsx,7011,10,150,420,54.0
ticks_20251110.xlsx,7011,10,165,420,38.0
ticks_20251110.xlsx,7011,12,180,420,33.0
ticks_20251110.xlsx,7011,32,30,480,-42.0
ticks_20251110.xlsx,7011,20,45,480,64.0
ticks_20251110.xlsx,7011,24,60,480,59.0
ticks_20251110.xlsx,7011,20,75,480,67.0
ticks_20251110.xlsx,7011,18,90,480,46.0
ticks_20251110.xlsx,7011,18,105,480,52.0
ticks_20251110.xlsx,7011,12,120,480,44.0
ticks_20251110.xlsx,7011,12,135,480,40.0
ticks_20251110.xlsx,7011,8,150,480,35.0
ticks_20251110.xlsx,7011,8,165,480,27.0
ticks_20251110.xlsx,7011,10,180,480,33.0
ticks_20251110.xlsx,7011,26,30,540,-5.0
ticks_20251110.xlsx,7011,18,45,540,49.0
ticks_20251110.xlsx,7011,18,60,540,58.0
ticks_20251110.xlsx,7011,14,75,540,54.0
ticks_20251110.xlsx,7011,14,90,540,25.0
ticks_20251110.xlsx,7011,8,105,540,26.0
ticks_20251110.xlsx,7011,6,120,540,36.0
ticks_20251110.xlsx,7011,8,135,540,26.0
ticks_20251110.xlsx,7011,8,150,540,26.0
ticks_20251110.xlsx,7011,10,165,540,30.0
ticks_20251110.xlsx,7011,12,180,540,44.0
ticks_20251110.xlsx,7011,16,30,600,15.0
ticks_20251110.xlsx,7011,22,45,600,34.0
ticks_20251110.xlsx,7011,20,60,600,57.0
ticks_20251110.xlsx,7011,14,75,600,60.0
ticks_20251110.xlsx,7011,12,90,600,15.0
ticks_20251110.xlsx,7011,8,105,600,24.0
ticks_20251110.xlsx,7011,12,120,600,28.0
ticks_20251110.xlsx,7011,10,135,600,22.0
ticks_20251110.xlsx,7011,12,150,600,20.0
ticks_20251110.xlsx,7011,12,165,600,47.0
ticks_20251110.xlsx,7011,12,180,600,48.0
ticks_20251110.xlsx,7011,20,30,660,14.0
ticks_20251110.xlsx,7011,18,45,660,45.0
ticks_20251110.xlsx,7011,20,60,660,65.0
ticks_20251110.xlsx,7011,14,75,660,60.0
ticks_20251110.xlsx,7011,14,90,660,7.0
ticks_20251110.xlsx,7011,10,105,660,20.0
ticks_20251110.xlsx,7011,14,120,660,40.0
ticks_20251110.xlsx,7011,12,135,660,28.0
ticks_20251110.xlsx,7011,14,150,660,34.0
ticks_20251110.xlsx,7011,14,165,660,38.0
ticks_20251110.xlsx,7011,14,180,660,10.0
ticks_20251110.xlsx,7011,20,30,720,13.0
ticks_20251110.xlsx,7011,16,45,720,45.0
ticks_20251110.xlsx,7011,16,60,720,66.0
ticks_20251110.xlsx,7011,20,75,720,49.0
ticks_20251110.xlsx,7011,18,90,720,13.0
ticks_20251110.xlsx,7011,10,105,720,40.0
ticks_20251110.xlsx,7011,12,120,720,57.0
ticks_20251110.xlsx,7011,12,135,720,51.0
ticks_20251110.xlsx,7011,10,150,720,30.0
ticks_20251110.xlsx,7011,8,165,720,36.0
ticks_20251110.xlsx,7011,8,180,720,36.0
ticks_20251110.xlsx,7011,20,30,780,11.0
ticks_20251110.xlsx,7011,14,45,780,50.0
ticks_20251110.xlsx,7011,18,60,780,70.0
ticks_20251110.xlsx,7011,14,75,780,51.0
ticks_20251110.xlsx,7011,18,90,780,7.0
ticks_20251110.xlsx,7011,16,105,780,16.0
ticks_20251110.xlsx,7011,16,120,780,57.0
ticks_20251110.xlsx,7011,10,135,780,41.0
ticks_20251110.xlsx,7011,10,150,780,38.0
ticks_20251110.xlsx,7011,4,165,780,39.0
ticks_20251110.xlsx,7011,6,180,780,40.0
ticks_20251110.xlsx,7011,18,30,840,6.0
ticks_20251110.xlsx,7011,22,45,840,25.0
ticks_20251110.xlsx,7011,18,60,840,26.0
ticks_20251110.xlsx,7011,20,75,840,28.0
ticks_20251110.xlsx,7011,16,90,840,25.0
ticks_20251110.xlsx,7011,16,105,840,47.0
ticks_20251110.xlsx,7011,14,120,840,24.0
ticks_20251110.xlsx,7011,12,135,840,29.0
ticks_20251110.xlsx,7011,10,150,840,21.0
ticks_20251110.xlsx,7011,12,165,840,23.0
ticks_20251110.xlsx,7011,8,180,840,50.0
ticks_20251110.xlsx,7011,22,30,900,12.0
ticks_20251110.xlsx,7011,26,45,900,24.0
ticks_20251110.xlsx,7011,20,60,900,44.0
ticks_20251110.xlsx,7011,22,75,900,43.0
ticks_20251110.xlsx,7011,20,90,900,38.0
ticks_20251110.xlsx,7011,10,105,900,47.0
ticks_20251110.xlsx,7011,8,120,900,39.0
ticks_20251110.xlsx,7011,6,135,900,28.0
ticks_20251110.xlsx,7011,8,150,900,36.0
ticks_20251110.xlsx,7011,8,165,900,36.0
ticks_20251110.xlsx,7011,6,180,900,43.0
